instance_id,quadrant,prediction_correct,metric_cost,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
8615,TP,True,17.114207963459194,0.6331814590128679,0.7577733397483826,1.0,0.5,0.9954605489857103
5547,TP,True,15.40616701822728,0.9654279552172728,0.9397866725921631,0.8,0.3333333333333333,0.9958065742895172
2759,TP,True,15.135457972064614,0.7085920874046422,0.5615720152854919,1.0,0.5,0.9949895569106157
3567,TP,True,15.175417065620422,0.6085969762287249,0.7246115207672119,0.8,0.3333333333333333,0.9950169804677358
2710,TP,True,14.889832935295999,0.9727765202324714,0.9829838871955872,1.0,0.5,0.9969983827263796
4832,TP,True,15.599166974425316,0.980705138468776,0.9516192078590393,1.0,0.5,0.995581031047168
367,TP,True,15.26120794005692,0.7778487021283957,0.6389986276626587,1.0,0.5,0.9957236002190826
9561,TP,True,15.064333099871874,0.5806838333327894,0.7233352065086365,1.0,0.5,0.9884786470963357
3065,TP,True,15.173249994404614,0.21826610854321496,0.8703447580337524,1.0,0.5,0.9932822714075075
5818,TP,True,15.664832899346948,0.9236730620095635,0.7308372259140015,0.6,0.16666666666666666,0.9878848930717036
8341,TN,True,15.875000040978193,0.734764994985759,0.01409154012799263,1.0,0.5,0.9917512862031262
5436,TN,True,15.197208034805954,0.45373204527335664,0.11544109880924225,1.0,0.5,0.9944421037854457
9131,TN,True,15.079916920512915,0.5873557293060003,0.007673643529415131,0.8,0.3333333333333333,0.9959303938903741
941,TN,True,14.990750001743436,0.6799176059043431,0.00613528024405241,0.8,0.3333333333333333,0.995188552919832
1755,TN,True,15.153291984461248,0.3151398862607777,0.0012744884006679058,1.0,0.5,0.9950820468456143
7650,TN,True,15.503374976105988,0.6761472885548389,0.4215776026248932,0.8,0.3333333333333333,0.9953741945592156
3387,TN,True,15.048125060275197,0.4403829652312996,0.09286604076623917,0.8,0.3333333333333333,0.9957277163780519
105,TN,True,15.138834016397595,0.41782541248716676,0.07344762235879898,1.0,0.5,0.9955407591216318
2996,TN,True,15.180874965153635,0.2836615852528187,0.002774852328002453,1.0,0.5,0.9965449305530443
440,TN,True,15.381334000267088,0.33931399438597576,0.0640096515417099,1.0,0.5,0.9958416754308284
8674,FP,False,15.275082900188863,0.7382079106589412,0.4600185751914978,1.0,0.5,0.9959618268695273
1963,FP,False,15.255125006660819,0.7093013245221832,0.8592736124992371,1.0,0.5,0.995062065636399
6659,FP,False,15.047124936245382,0.6913910848160033,0.7021808624267578,1.0,0.5,0.9957946995824154
7942,FP,False,15.161167015321553,0.7237569264687342,0.5814799070358276,1.0,0.5,0.995424328561087
5115,FP,False,15.916583011858165,0.6716184956254774,0.6073640584945679,0.8,0.3333333333333333,0.9950750696921753
3430,FP,False,15.14129200950265,0.7272632201928897,0.7780532836914062,0.8,0.3333333333333333,0.9950339256593793
4730,FP,False,15.090917004272342,0.6788511830452139,0.4576556384563446,0.8,0.3333333333333333,0.9956770353792326
9430,FP,False,15.371083049103618,0.6325065771004856,0.5453118085861206,1.0,0.5,0.9965498564222394
8369,FP,False,15.171416918747127,0.5716957620779753,0.6507940888404846,1.0,0.3333333333333333,0.9955359135307462
3384,FP,False,15.38658409845084,0.6952161456568683,0.7929522395133972,0.8,0.3333333333333333,0.9876556461689848
9476,FN,False,15.732791973277926,0.7253705355485022,0.33680492639541626,1.0,0.5,0.995987573202244
7820,FN,False,15.025041066110134,0.6995765026756523,0.3171437978744507,1.0,0.3333333333333333,0.9943902276374257
2787,FN,False,15.318291960284114,0.7665997134964896,0.4701981246471405,1.0,0.5,0.9956028894364707
3250,FN,False,15.626750071533024,0.6479496904620653,0.27470847964286804,1.0,0.3333333333333333,0.9961737446913052
2891,FN,False,15.129250008612871,0.6490558462702987,0.418122261762619,0.8,0.3333333333333333,0.9870076547676098
1016,FN,False,15.271542011760175,0.6900376940107267,0.4621520936489105,0.8,0.3333333333333333,0.9968003918965911
7728,FN,False,15.503833070397377,0.6614311390459168,0.4367321729660034,1.0,0.5,0.996311267408192
9344,FN,False,15.420416952110827,0.8107222919470763,0.41308724880218506,1.0,0.5,0.9970117481959578
1372,FN,False,15.667125000618398,0.5102136394955372,0.2564402222633362,1.0,0.5,0.9902711913019125
87,FN,False,15.843207947909832,0.7475237461821829,0.292140930891037,0.6,0.16666666666666666,0.8530402016579375
