comparison_set,metric,n_pairs,wilcoxon_statistic,p_value_raw,significant_raw_alpha_0_05,shap_mean,lime_mean,shap_median,lime_median,median_diff,cohens_dz,p_value_holm,significant_holm_alpha_0_05
logreg_rf_xgb,fidelity,45,0.0,5.684341886080802e-14,True,0.8112120913314306,0.555649654659298,0.7588960738166333,0.5536890653475366,0.2654221343435658,5.368663065694517,2.8421709430404007e-13,True
logreg_rf_xgb,stability,45,0.0,5.684341886080802e-14,True,0.8013334882281912,0.015393911045104174,0.8805061761181555,0.007322283347829231,0.8663071906519498,4.846884490351643,2.8421709430404007e-13,True
logreg_rf_xgb,sparsity,45,0.0,5.684341886080802e-14,True,0.3156362356575791,0.0844930582401515,0.3692129629629629,0.08444444444444443,0.28402777777777777,1.3906539111680283,2.8421709430404007e-13,True
logreg_rf_xgb,faithfulness_gap,45,0.0,5.684341886080802e-14,True,0.3923910012986528,0.34084462818716,0.39209689349112425,0.33298376322751316,0.050209240445089565,3.6197267467312666,2.8421709430404007e-13,True
logreg_rf_xgb,cost,45,127.0,2.2854558210383402e-06,True,1258.7200975890673,210.45348724154093,591.327755,65.73424375,528.1642075,0.5597809166733532,2.2854558210383402e-06,True
