model,method,seed,n,path,fidelity,stability,sparsity,faithfulness_gap,cost
rf,dice,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_123\n_200\results.json,0.1356950445765254,0.4178042264381556,0.020720344875538865,0.0655017234913786,36523.5380325
rf,dice,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_456\n_50\results.json,0.11721309314200137,0.41469282925806605,0.020555555555555553,0.053913109112955035,60754.015625
rf,dice,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_456\n_100\results.json,0.1273885091947803,0.37388224381635454,0.018009259259259256,0.10872499999999999,33500.8037475
rf,dice,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_456\n_200\results.json,0.1325137483520518,0.39763154381368077,0.018464763747782616,0.11865239477503628,33254.432808418
rf,dice,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_789\n_50\results.json,0.1088415117487132,0.4345251374107379,0.020277777777777777,0.06035186415594103,51097.701559999994
rf,dice,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_789\n_100\results.json,0.11455731407806344,0.3783069861662463,0.017916666666666664,0.1053075,17909.4458725
rf,dice,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_789\n_200\results.json,0.11471973100149696,0.42138906578948393,0.02072916666666666,0.054230633734923345,13187.59527875
rf,dice,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_999\n_50\results.json,0.1281533973750338,0.38255503364029536,0.017546296296296296,0.11675,14809.42388
rf,dice,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_999\n_100\results.json,0.13757305960903893,0.3705903343704227,0.01770833333333333,0.11645499999999999,20539.746915
rf,dice,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_dice\seed_999\n_200\results.json,0.13990400511291937,0.4239391594024115,0.020277777777777777,0.06378589063361814,15493.264294999999
rf,lime,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_42\n_50\results.json,0.4477508132780521,0.007033884557877755,0.08231481481481481,0.309535,371.84241499999996
rf,lime,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_42\n_100\results.json,0.4392226502213246,0.006936687425919907,0.08263888888888889,0.3128133333333334,343.38568
rf,lime,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_42\n_200\results.json,0.44290017191164,0.006879308402417076,0.08320601851851851,0.3117620833333333,299.74244124999996
rf,lime,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_123\n_50\results.json,0.454610758995531,0.006884767159445644,0.0850462962962963,0.3511416666666667,327.85940999999997
rf,lime,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_123\n_100\results.json,0.4660867916571867,0.0072120286949049865,0.08541666666666665,0.34399250000000003,908.50792
rf,lime,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_123\n_200\results.json,0.45394792761475017,0.006503903663354587,0.08465792181069957,0.33298376322751316,340.90541388888886
rf,lime,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_456\n_50\results.json,0.46008540479271515,0.007322283347829231,0.08453703703703702,0.35278499999999996,329.85767500000003
rf,lime,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_456\n_100\results.json,0.46648945024554633,0.006351795274857809,0.08444444444444443,0.3527675,335.64228499999996
rf,lime,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_456\n_200\results.json,0.455848578543592,0.007322983272431158,0.08501316991883028,0.3349158200290276,918.6753686502176
rf,lime,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_789\n_50\results.json,0.4424749496965383,0.0407713295076436,0.08324074074074073,0.32762250000000004,303.861085
rf,lime,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_789\n_100\results.json,0.46335823847349317,0.03875120573653916,0.08506944444444443,0.3328091666666667,299.6830175
rf,lime,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_789\n_200\results.json,0.46105224473304945,0.04126039301898584,0.08493589743589743,0.32792578895463503,306.1139955621302
rf,lime,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_999\n_50\results.json,0.47254287306936676,0.029292288668495113,0.0835185185185185,0.34948166666666663,375.70241999999996
rf,lime,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_999\n_100\results.json,0.4680126586511305,0.028635781693965544,0.08391203703703702,0.3413416666666667,742.6653849999999
rf,lime,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_lime\seed_999\n_200\results.json,0.4618740174168826,0.02983917241382631,0.08411998349324253,0.33078667595171773,334.5267465181058
rf,shap,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_42\n_50\results.json,0.7342148566667325,0.9563293230658904,0.45087962962962963,0.38125,533.185875
rf,shap,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_42\n_100\results.json,0.723228767903906,0.9535715952442659,0.4515046296296296,0.386125,1235.3403575
rf,shap,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_42\n_200\results.json,0.7283952726920859,0.9525786808458137,0.45129629629629625,0.38142187499999997,1072.08528625
rf,shap,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_123\n_50\results.json,0.7322965063197024,0.932484854503234,0.5210185185185184,0.39116666666666666,7065.320915
rf,shap,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_123\n_100\results.json,0.7361043555704014,0.937312175300962,0.5213194444444444,0.392225,6668.423034999999
rf,shap,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_123\n_200\results.json,0.7159509982330133,0.9381344204619191,0.5205375514403292,0.3771944113756614,1989.7081986111111
rf,shap,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_456\n_50\results.json,0.7371197647190136,0.9514222502104437,0.48203703703703704,0.4045683333333333,1262.41225
rf,shap,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_456\n_100\results.json,0.7377687089702316,0.9506124946155978,0.48483796296296305,0.40180916666666666,1689.2401799999998
rf,shap,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_456\n_200\results.json,0.7194819908392607,0.9512923836384981,0.482879105520615,0.38512506047411715,6678.3022177068215
rf,shap,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_789\n_50\results.json,0.7353942999561899,0.9517321681030595,0.4673611111111111,0.4020375,1244.162605
rf,shap,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_789\n_100\results.json,0.728780372817059,0.9449435824488294,0.4675694444444444,0.39949375000000004,1076.42261
rf,shap,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_789\n_200\results.json,0.7210386096111998,0.9493647226807865,0.46489425816348895,0.39209689349112425,1191.2815340236687
rf,shap,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_999\n_50\results.json,0.729929613886256,0.9563591938073421,0.46944444444444444,0.4084733333333333,7835.639840000001
rf,shap,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_999\n_100\results.json,0.7314354663019995,0.9524707904441274,0.4697916666666667,0.40254166666666663,1162.5565849999998
rf,shap,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\rf_shap\seed_999\n_200\results.json,0.7188928395894968,0.952611799315541,0.46879191168884754,0.38320566388115135,1593.4366699164343
svm,anchors,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_42\n_50\results.json,0.5157527227214526,0.0013562676782328713,0.045462962962962955,0.2924000480040567,36389.59843
svm,anchors,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_42\n_100\results.json,0.5178050478317995,0.0008821849466995873,0.041342592592592584,0.29315471767714885,40209.385272499996
svm,anchors,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_42\n_200\results.json,0.5094742819625744,0.4562934805653905,0.04247685185185184,0.2885605058902524,39203.288337499995
svm,anchors,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_123\n_50\results.json,0.5026929981850368,0.0006566035778378482,0.045046296296296286,0.29687313996751613,39568.04336
svm,anchors,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_123\n_100\results.json,0.504704936737758,0.0003670295470700207,0.04518518518518518,0.2921470621631386,51693.407479999994
svm,anchors,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_123\n_200\results.json,0.5086253228230996,0.060919254555280127,0.04002272507494439,0.28619035958555034,80105.04749874999
svm,anchors,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_456\n_50\results.json,0.49663282846168977,0.002096756302099037,0.04273148148148147,0.29134079719430206,41396.668665
svm,anchors,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_456\n_100\results.json,0.5073548052924467,0.10781352174711537,0.04052095024317247,0.2976232247636724,8263.8992125
svm,anchors,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_456\n_200\results.json,0.5075538812018385,0.0012327335497718222,0.0439699074074074,0.2944644263167483,53338.4024075
svm,anchors,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_789\n_50\results.json,0.5366468230148077,0.0001364774001802114,0.04555555555555555,0.30747533879330613,42772.05917
svm,anchors,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_789\n_100\results.json,0.5296755119266274,0.00012587728088177082,0.04108796296296296,0.3034736290406533,37110.712967499996
svm,anchors,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_789\n_200\results.json,0.5310385196972796,0.39620303885320646,0.03905092592592592,0.29870049464990717,2765.2780137500004
svm,anchors,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_999\n_50\results.json,0.504689330206189,7.142857142857142e-05,0.04347222222222222,0.28369576737289176,35686.142785000004
svm,anchors,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_999\n_100\results.json,0.5147677508190295,0.0003696835477692237,0.04217592592592592,0.2948504852805507,35802.460232499994
svm,anchors,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_anchors\seed_999\n_200\results.json,0.5107905527196507,0.27820533911713025,0.041247906197654935,0.2952500024870744,16923.07084625
svm,dice,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_42\n_50\results.json,0.2075673637741238,0.4002102552019002,0.015370370370370373,0.06458483500438604,184090.596125
svm,dice,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_42\n_100\results.json,0.20871373536718438,0.3861027174465558,0.01525462962962963,0.060914404459455486,37164.185305
svm,dice,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_42\n_200\results.json,0.22001895523368836,0.3939336164206405,0.015451388888888888,0.06335487103049407,35663.75987375
svm,dice,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_123\n_100\results.json,0.20655959667323523,0.40093564299357964,0.015625,0.06073966480154783,33821.177402500005
svm,dice,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_123\n_200\results.json,0.2213358897991829,0.401925430381935,0.015567129629629629,0.06889908748074626,197203.32543000003
svm,dice,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_456\n_50\results.json,0.22268115490224338,0.4132496037553814,0.015046296296296295,0.06473934618343317,33428.952375
svm,dice,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_456\n_200\results.json,0.20797936160220282,0.3987664674983401,0.015497685185185184,0.06621359598123237,33495.72212375
svm,dice,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_789\n_50\results.json,0.23494843857780956,0.3794965935540848,0.01587962962962963,0.07038579808066847,34363.650985
svm,dice,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_789\n_100\results.json,0.24989502716646717,0.39050157212693876,0.015300925925925926,0.07527248490892723,33939.550805
svm,dice,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_789\n_200\results.json,0.23325263394767887,0.394157272845079,0.01574074074074074,0.07068210427134797,33438.23634875
svm,dice,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_999\n_50\results.json,0.20030030417596387,0.3977575921150891,0.015787037037037037,0.057373715095822994,171606.84822499997
svm,dice,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_999\n_100\results.json,0.0,0.0,0.0,0.009050312375372793,153.0347775
svm,dice,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_dice\seed_999\n_200\results.json,0.2114912793291208,0.38192974949752745,0.015358796296296297,0.06128088082903584,33089.8040875
svm,lime,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_42\n_50\results.json,0.5923942950443873,0.005099724864909429,0.08662037037037035,0.29909941540833834,12955.04264
svm,lime,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_42\n_100\results.json,0.5902325408680873,0.007850119520288659,0.0862037037037037,0.29369151690031103,12058.366235
svm,lime,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_42\n_200\results.json,0.5934134941668439,0.007219508999887591,0.08481481481481482,0.2960139643725238,12953.85051
svm,lime,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_123\n_50\results.json,0.5919105979840638,0.007910578272737803,0.08486111111111111,0.29734873406781076,13183.242944999998
svm,lime,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_123\n_100\results.json,0.5847311940190413,0.008219547718877122,0.08368055555555554,0.2945459505284704,11983.287335
svm,lime,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_123\n_200\results.json,0.5845277126469918,0.007039683056620377,0.0835185185185185,0.2880669892708283,12808.667127499999
svm,lime,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_456\n_50\results.json,0.5857653536682115,0.007293903152180604,0.0849537037037037,0.3040972949815787,85825.648315
svm,lime,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_456\n_100\results.json,0.5856206165998343,0.008564952861155868,0.08525462962962962,0.30199396490509,12631.2920725
svm,lime,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_456\n_200\results.json,0.5906228334025606,0.007519340138159446,0.08393518518518517,0.30641827558952583,11977.804305
svm,lime,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_789\n_50\results.json,0.5904939791475493,0.03959194411418428,0.085,0.28526217329304066,12491.615289999998
svm,lime,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_789\n_100\results.json,0.5972421756591253,0.04018019383137229,0.0848611111111111,0.30076385473407785,13943.081305
svm,lime,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_789\n_200\results.json,0.6012687588278838,0.04122690130035145,0.08496527777777776,0.3015406762800753,13212.598627499998
svm,lime,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_999\n_50\results.json,0.600572077245035,0.03346795767646538,0.08592592592592592,0.2970965686085109,12835.509275
svm,lime,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_999\n_100\results.json,0.5992909205386551,0.029244356788868192,0.0862962962962963,0.2932957574162206,12086.572779999999
svm,lime,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\svm_lime\seed_999\n_200\results.json,0.6014772377206729,0.029643725673812443,0.08538194444444443,0.30192577027088263,13360.001483749998
svm,shap,42,50,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s42_n50,0.875307295038725,0.9287631438090032,0.0925925925925925,0.3471448750104374,54400.35113654114
svm,shap,42,100,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s42_n100,0.8807207461222615,0.9252551285124452,0.0925925925925925,0.3506266536145637,68470.20453639445
svm,shap,42,200,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s42_n200,0.8812437712669834,0.9231132020973786,0.0925925925925925,0.3463866478329375,25040.436156026008
svm,shap,123,50,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s123_n50,0.8775156649172975,0.9264721029991664,0.0925925925925925,0.343123358707555,75619.28559864784
svm,shap,123,100,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s123_n100,0.8759548237999857,0.9205106073350288,0.0925925925925925,0.3418519394452103,70003.89915149179
svm,shap,123,200,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s123_n200,0.8776750494487401,0.9207208363565264,0.0925925925925925,0.3420981376076727,44670.788584552014
svm,shap,456,50,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s456_n50,0.8765290764667151,0.926257977881248,0.0925925925925925,0.3513330606013518,49951.138989468745
svm,shap,456,100,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s456_n100,0.8792756630262001,0.9286371908736488,0.0925925925925925,0.3471257544471253,52459.72590968807
svm,shap,456,200,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s456_n200,0.8827328260755106,0.926414376022346,0.0925925925925925,0.3463805304932999,48250.957458719815
svm,shap,789,50,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s789_n50,0.893927007742423,0.9210673955126292,0.0925925925925925,0.3460612171801359,68086.0899267334
svm,shap,789,100,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s789_n100,0.8916680417480127,0.9213009189536364,0.0925925925925925,0.350519093955404,66628.44532459363
svm,shap,789,200,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s789_n200,0.8874659701117019,0.9225396482247789,0.0925925925925925,0.3514660296695936,44993.26546287624
svm,shap,999,50,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s999_n50,0.8831068004011007,0.931352356626618,0.0925925925925925,0.3363209471450784,54917.152182865066
svm,shap,999,100,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s999_n100,0.8803656879937125,0.9243987948197784,0.0925925925925925,0.3334016952459944,45250.55380357779
svm,shap,999,200,C:\Users\jonna\Github\xai-eval-framework\outputs\batch_results.csv::rec_p1_exp2_svm_shap_s999_n200,0.8857686428083152,0.9253699148184988,0.0925925925925925,0.3426321247420831,44714.7366992513
xgb,anchors,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_42\n_50\results.json,0.3043581442428179,0.0007457598085231413,0.06203703703703703,0.22829901651304682,9628.154349999999
xgb,anchors,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_42\n_100\results.json,0.32516879297982143,0.0010267827079560215,0.05585648148148147,0.2270535430154996,4200.4236825
xgb,anchors,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_123\n_100\results.json,0.32927336650947614,0.00042678979041042316,0.05599537037037036,0.22502060307771898,6438.981115
xgb,anchors,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_123\n_200\results.json,0.32731853619882373,0.000544538759187193,0.05909722222222222,0.2289017927691748,4813.5925175
xgb,anchors,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_456\n_50\results.json,0.3209681269856867,0.0005357142857142856,0.05731481481481481,0.2085541560559068,4132.30842
xgb,anchors,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_456\n_100\results.json,0.3136310257344175,0.0010926536935005004,0.05425925925925926,0.22054060650698376,4675.692375
xgb,anchors,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_456\n_200\results.json,0.3195810735559782,0.3216567944748403,0.05822916666666666,0.2199554020360665,221696.779315
xgb,anchors,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_789\n_50\results.json,0.3102751744070678,0.00016666666666666663,0.05685185185185185,0.21209266681340522,4419.012575
xgb,anchors,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_789\n_100\results.json,0.31216962666825304,0.3271671950640615,0.05657407407407407,0.22886575016920688,211094.7360075
xgb,anchors,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_789\n_200\results.json,0.31055823386174675,9.472746168079222e-05,0.05622685185185184,0.22433892116729112,4779.7897
xgb,anchors,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_999\n_50\results.json,0.30484396762526894,0.33799749039243904,0.06074074074074074,0.20501718781917588,236289.052905
xgb,anchors,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_999\n_100\results.json,0.31540424733984446,0.333376346645462,0.060509259259259256,0.21985999957294552,33208.723605
xgb,anchors,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_anchors\seed_999\n_200\results.json,0.3172583091309699,0.000245884766389125,0.06336805555555555,0.2185810994237545,4786.2894075
xgb,dice,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_42\n_50\results.json,0.3465680284978627,0.5944630920089196,0.016712962962962964,0.1917313935304992,10408.82208
xgb,dice,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_42\n_100\results.json,0.32474118422100173,0.5776036193127061,0.01726851851851852,0.1723344172455836,19808.6881
xgb,dice,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_42\n_200\results.json,0.32397388635164936,0.5699358708027801,0.01653935185185185,0.1814757101770374,12778.61747
xgb,dice,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_123\n_50\results.json,0.31241754156899043,0.5767104111628291,0.01634259259259259,0.1720871977720526,9701.804405
xgb,dice,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_123\n_100\results.json,0.3250575238152601,0.5679404822317415,0.016273148148148148,0.1849084573260916,11040.355627500001
xgb,dice,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_123\n_200\results.json,0.3203789595383501,0.5645044842218236,0.016678240740740743,0.1791851574327302,9572.32047
xgb,dice,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_456\n_50\results.json,0.34612047698714804,0.540943640712019,0.016898148148148148,0.19161563599976944,111263.620725
xgb,dice,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_456\n_100\results.json,0.3251535658305768,0.5579076728823938,0.016898148148148148,0.1800694066369033,9817.772159999999
xgb,dice,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_456\n_200\results.json,0.3130355573473592,0.5682299698601728,0.016458333333333332,0.17008652180811623,10938.196043749998
xgb,dice,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_789\n_50\results.json,0.34087748950654384,0.5487901144358354,0.016712962962962964,0.19331199306761845,97496.420555
xgb,dice,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_789\n_200\results.json,0.32744552053547066,0.5748737983035119,0.016863425925925924,0.18451225745040575,9337.1495225
xgb,dice,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_999\n_50\results.json,0.32355393689581086,0.571831138932403,0.016759259259259262,0.1906496626965236,9278.290545
xgb,dice,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_999\n_100\results.json,0.3469093413616528,0.5806000128946459,0.017152777777777777,0.20196232986083487,11261.481387500002
xgb,dice,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_dice\seed_999\n_200\results.json,0.3173058990162563,0.5804038895473046,0.016585648148148148,0.17283521527591802,10383.16607875
xgb,lime,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_42\n_50\results.json,0.5307848670075532,0.0024036296498505067,0.08222222222222221,0.3635715183452703,60.330045
xgb,lime,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_42\n_100\results.json,0.5289764690697483,0.003911416647849287,0.08296296296296295,0.36010330579360017,61.7503025
xgb,lime,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_42\n_200\results.json,0.5344652187452801,0.0035546889997177004,0.08355324074074072,0.35965612216088627,51.062872500000005
