model,seed,n,shap_fidelity,lime_fidelity,diff_fidelity,shap_stability,lime_stability,diff_stability,shap_sparsity,lime_sparsity,diff_sparsity,shap_faithfulness_gap,lime_faithfulness_gap,diff_faithfulness_gap,shap_cost,lime_cost,diff_cost
logreg,42,50,0.9599164670921929,0.6442853177477478,0.31563114934444514,0.8779396399268252,0.006441968525665994,0.8714976714011592,0.09259259259259257,0.08435185185185183,0.008240740740740743,0.3523310787741589,0.31285002511794824,0.039481053656210685,575.084795,50.08786,524.996935
logreg,42,100,0.959757718197912,0.6556811766944386,0.3040765415034734,0.8766806798112211,0.007817919909185282,0.8688627599020359,0.09259259259259257,0.08372685185185183,0.008865740740740743,0.3501784985589675,0.31634379584374966,0.033834702715217824,502.4478775,71.2064075,431.24147
logreg,42,200,0.9602837332279739,0.643852418147801,0.31643131508017286,0.8803512250497534,0.0068175708762463995,0.873533654173507,0.09259259259259257,0.08358796296296295,0.009004629629629626,0.35156536756364615,0.31145355192709007,0.04011181563655608,585.88462125,47.73577125,538.14885
logreg,123,50,0.9379595773286007,0.6324620501635649,0.30549752716503575,0.8553003141124006,0.006336005258709549,0.848964308853691,0.09259259259259257,0.0800462962962963,0.012546296296296278,0.35307989873077317,0.3122438788835356,0.04083601984723756,1350.5675099999999,54.140395000000005,1296.427115
logreg,123,100,0.9417485842877659,0.6460154147111562,0.29573316957660967,0.8681958762735903,0.007019835637620666,0.8611760406359696,0.09259259259259257,0.08222222222222221,0.010370370370370363,0.35607617231320193,0.31358404709149906,0.04249212522170287,618.6379850000001,50.344575000000006,568.2934100000001
logreg,123,200,0.9424073589695949,0.6561238966353022,0.2862834623342927,0.8623912728670081,0.006857544344431143,0.855533728522577,0.09259259259259257,0.08399305555555553,0.008599537037037044,0.35863408424437204,0.3128869803493771,0.04574710389499492,606.9819325000001,50.02038375,556.9615487500001
logreg,456,50,0.9274259635377149,0.6746465219305238,0.2527794416071911,0.8805061761181555,0.008286244300407721,0.8722199318177478,0.09259259259259257,0.08814814814814813,0.004444444444444445,0.35243707251227546,0.31635432693889953,0.03608274557337593,591.327755,376.95174,214.37601500000005
logreg,456,100,0.9314471339592236,0.6696289361812039,0.26181819777801973,0.8844316276406344,0.007345532024549347,0.8770860956160851,0.09259259259259257,0.08585648148148146,0.006736111111111109,0.35346509971719925,0.3244471623945071,0.029017937322692144,616.7918549999999,50.84831249999999,565.9435424999999
logreg,456,200,0.9304473592176842,0.6762806059777391,0.2541667532399451,0.8854789756823789,0.006580883872178731,0.8788980918102002,0.09259259259259257,0.0866087962962963,0.005983796296296279,0.3574315767917821,0.3249135099051756,0.03251806688660652,1371.5426575000001,50.025533749999994,1321.51712375
logreg,789,50,0.9493366084901601,0.6513009338370273,0.29803567465313285,0.8753385382069382,0.038166759338729234,0.8371717788682089,0.09259259259259257,0.08611111111111111,0.006481481481481463,0.3585078850324684,0.3074759266062494,0.05103195842621899,4359.673895000001,54.81615,4304.857745000001
logreg,789,100,0.9505743504204763,0.6533059164969995,0.2972684339234768,0.8822391625427666,0.03771840503289701,0.8445207575098695,0.09259259259259257,0.08534722222222221,0.00724537037037036,0.35704438881179257,0.3070733378813598,0.04997105093043275,600.12942,48.87317,551.25625
logreg,789,200,0.9506201434607161,0.6597259138179943,0.2908942296427218,0.8846325424954429,0.0405556728769594,0.8440768696184835,0.09259259259259257,0.08594907407407407,0.006643518518518507,0.3549511141084323,0.31679780782476213,0.03815330628367014,498.185265,43.18819875,454.99706625
logreg,999,50,0.949877514110656,0.6677192758850558,0.28215823822560027,0.8950314402727573,0.03059691654660294,0.8644345237261544,0.09259259259259257,0.08694444444444444,0.005648148148148138,0.34430626583372015,0.31553187815490047,0.02877438767881968,567.8811099999999,49.517084999999994,518.364025
logreg,999,100,0.9494368247085574,0.6653998266248681,0.2840369980836893,0.8973908009925019,0.0307205240784777,0.8666702769140242,0.09259259259259257,0.08664351851851851,0.005949074074074065,0.35264723156720834,0.3237399893670389,0.028907242200169436,577.2497099999999,49.085502500000004,528.1642075
logreg,999,200,0.9494336545385967,0.6592160039860127,0.2902176505525841,0.8953880150933929,0.0290808244414431,0.8663071906519498,0.09259259259259257,0.08581018518518517,0.006782407407407404,0.34462171459982477,0.3148972954319323,0.02972441916789248,611.93223875,50.42309125,561.5091475
mlp,42,50,0.7272829675690485,0.5191085288575897,0.2081744387114588,0.339002990562621,0.0024779716934268457,0.33652501886919417,0.0925925925925925,0.08444444444444443,0.008148148148148071,0.3867995507732061,0.38071907979270775,0.006080470980498354,694.5557963717147,55.112385,639.4434113717147
mlp,42,100,0.7266618828336209,0.5304479746444511,0.19621390818916973,0.346499524351255,0.0027915682776652457,0.3437079560735897,0.0925925925925925,0.08365740740740739,0.008935185185185116,0.3768782678417252,0.36798434494319493,0.008893922898530249,699.1376014170237,50.0950475,649.0425539170237
mlp,42,200,0.7306666433281586,0.5362160329598797,0.19445061036827882,0.340423146997562,0.0025953134515438086,0.3378278335460182,0.0925925925925925,0.08359953703703703,0.008993055555555476,0.3884918011726677,0.37738394083758253,0.011107860335085151,455.58718026819406,51.05392375,404.53325651819404
mlp,123,50,0.7173165617024394,0.5590957288706778,0.15822083283176158,0.3115593355671529,0.001963334278710046,0.30959600128844283,0.0925925925925925,0.08467592592592592,0.007916666666666586,0.3689921801934198,0.3438828819430097,0.025109298250410084,403.0990393122193,46.39605,356.7029893122193
mlp,123,100,0.7186076615940948,0.5576530367509204,0.16095462484317447,0.3227976086845592,0.0027828716850650925,0.3200147369994941,0.0925925925925925,0.08379629629629629,0.008796296296296219,0.3708143079752847,0.33188789059521695,0.038926417380067746,523.6270365054952,54.504617499999995,469.1224190054952
mlp,123,200,0.7181212739867188,0.5461329622819585,0.17198831170476025,0.3111485171786781,0.002262917101365631,0.30888560007731247,0.0925925925925925,0.08505787037037034,0.007534722222222165,0.3693473742813858,0.34544861206197686,0.023898762219408953,733.9168170330231,52.683155,681.2336620330232
mlp,456,50,0.7149138679947132,0.561591523670099,0.15332234432461422,0.3424464139001156,0.002991175359565114,0.3394552385405505,0.0925925925925925,0.08430555555555555,0.008287037037036954,0.3921999758612942,0.33251619255999737,0.05968378330129681,300.2849334347411,57.030260000000006,243.2546734347411
