instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_stability,metric_time_ms,metric_error
7,,,,,,,,-1,1
21,FP,False,14056.761100015137,0.07407407407407407,0.5995846906778932,0.399131752333531,0.0,,
29,FN,False,7007.4620000086725,0.018518518518518517,0.5985196478352202,0.05473543074006484,0.0,,
71,FN,False,6004.486299993005,0.018518518518518517,0.2731523285559942,0.08755502657417724,0.019047619047619042,,
92,FP,False,21077.503200009232,0.12962962962962962,0.2548638320798558,0.5252212220948569,0.0,,
96,TP,True,236394.06723200227,0.037037037037037035,0.8269554343364247,0.6784154807938528,0.47917853500500884,,
98,TP,True,103190.25389998569,0.046296296296296294,0.8030102158542602,0.6881525175359658,0.0,,
137,FP,False,225191.9620000117,0.09259259259259259,0.5994499818966863,0.43598731831523574,0.0,,
140,FP,False,82220.8280999912,0.037037037037037035,0.6055044916784852,0.6913738540908677,0.0,,
150,TP,True,169428.42114800078,0.027777777777777776,0.7175861694494435,0.6807442429468238,0.44456333326668407,,
157,FN,False,14074.153800000204,0.018518518518518517,0.47445486353706395,0.11361398170663956,0.004761904761904761,,
166,FP,False,44031.79929999169,0.037037037037037035,0.4796827031462175,0.6018710214332678,0.0,,
176,FP,False,201124.25730001996,0.037037037037037035,0.5822615750432476,0.49706568943060747,0.0,,
179,FN,False,6049.623700004304,0.027777777777777776,0.661324749575402,0.09556925294977439,0.0,,
193,FN,False,14008.786999998847,0.018518518518518517,0.4475325031490015,0.07453716722017245,0.0,,
206,TN,True,7006.178699986776,0.018518518518518517,0.09493921020579717,0.00654917916249112,0.0,,
213,TN,True,5003.712400008226,0.018518518518518517,0.28725714853264134,0.015321002413657234,0.0,,
238,TP,True,69217.8966999927,0.037037037037037035,0.7197999526459901,0.6032234587414318,0.0,,
259,TP,True,126017.69308999792,0.027777777777777776,0.9099966536313309,0.6297426037003442,0.40378912709408,,
269,TP,True,70051.7801999813,0.027777777777777776,0.9031326554617035,0.5317541924624907,0.004761904761904762,,
274,TP,True,34414.57030099991,0.05555555555555555,0.40463019225110985,0.8696406773453247,0.5307760616098731,,
288,TN,True,12044.293599989032,0.018518518518518517,0.2507005263214645,0.01247820270793236,0.004761904761904761,,
302,FN,False,8004.330900002969,0.018518518518518517,0.6521286433557916,0.18761579892722263,0.0,,
304,TN,True,27065.62410001061,0.018518518518518517,0.5824898461059991,0.19257798464887801,0.0,,
323,TP,True,215122.88950002403,0.046296296296296294,0.7079269085416344,0.715785738805001,0.0,,
324,,,,,,,,-1,1
330,TP,True,11055.997200019192,0.037037037037037035,0.4981415605244777,0.8265972366300651,0.0,,
347,TP,True,270601.65810000035,0.046296296296296294,0.7252726817792903,0.7160945230268106,0.0,,
380,FP,False,105107.34810002032,0.05555555555555555,0.5507103371811821,0.36898738011882704,0.004761904761904761,,
405,TN,True,6003.236300020944,0.018518518518518517,0.5436037192367726,0.03915759495536748,0.0,,
407,TN,True,8005.443000001833,0.018518518518518517,0.37409699007395514,0.006733658766779997,0.0,,
417,TN,True,21020.632900006603,0.018518518518518517,0.43423676187290766,0.04096332826962254,0.014285714285714282,,
429,FP,False,187693.30539999646,0.12037037037037036,0.5368917935889722,0.5039471645002211,0.0,,
436,FN,False,5003.416400024435,0.018518518518518517,0.4056926529291488,0.046972652704893425,0.0,,
437,TP,True,37571.907438999915,0.037037037037037035,0.6684269642821048,0.6020866541087267,0.6523809523809524,,
439,TN,True,9005.27379999403,0.018518518518518517,0.22581556093261587,0.02227612416912919,0.0,,
450,FP,False,257241.7494999827,0.1111111111111111,0.4648512868699123,0.5233209148282817,0.0,,
