instance_id,quadrant,prediction_correct,metric_cost,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
8615,TP,True,16.704542096704245,0.0,0.16786247491836548,0.8,0.6666666666666666,-1.600713569142739e-45
5547,TP,True,15.25958301499486,0.0,0.0038787126541137695,0.6,0.5,7.563304633134447e-56
2759,TP,True,15.697042108513415,0.0,0.12159368395805359,0.4,0.3333333333333333,5.779193518518423e-41
3567,TP,True,15.401249984279275,0.0,0.5997001528739929,0.8,0.5,7.95594090200732e-37
2710,TP,True,14.97745793312788,0.0,0.001232922077178955,0.8,0.5,7.70774122480092e-46
4832,TP,True,15.074583003297448,0.0,0.8483749628067017,0.8,0.5,-2.5774960451119335e-58
367,TP,True,15.11475001461804,0.0,0.3464016318321228,1.0,0.3333333333333333,-3.694711510111736e-39
9561,TP,True,15.032000024802983,0.0,0.6098192930221558,0.8,0.3333333333333333,2.5568454670484645e-41
3065,TP,True,15.250458964146674,0.0,0.5000066757202148,0.8,0.5,2.0986821925190258e-45
5818,TP,True,15.147709054872394,0.0,0.6988768577575684,0.6,0.3333333333333333,-2.9621466128676274e-117
8341,TN,True,16.399041982367635,0.0,0.017516998574137688,1.0,0.5,8.455435448794182e-42
5436,TN,True,15.57287503965199,0.0,0.1614069640636444,0.4,0.3333333333333333,-1.415356644251876e-36
9131,TN,True,15.543832909315825,0.0,0.006747256964445114,1.0,0.3333333333333333,7.6124566045292e-75
941,TN,True,15.555042074993253,0.0,0.017377842217683792,0.6,0.3333333333333333,2.5973388951549423e-36
1755,TN,True,15.818874933756888,0.0,0.018320059403777122,0.8,0.3333333333333333,3.1295419241202996e-39
7650,TN,True,15.66499995533377,0.0,0.10793918371200562,0.8,0.5,1.153509587851843e-80
3387,TN,True,15.170832979492843,0.0,0.14626318216323853,0.6,0.3333333333333333,-1.278756303758304e-236
105,TN,True,15.68991702515632,0.0,0.004725135862827301,0.8,0.6666666666666666,1.456426055413113e-47
2996,TN,True,15.844042063690722,0.0,0.02122664637863636,0.8,0.5,6.00440896593333e-56
440,TN,True,16.103833098895848,0.0,0.0717909187078476,0.8,0.3333333333333333,8.830098946959677e-76
8674,FP,False,15.075540984980762,0.0,0.36860960721969604,0.8,0.3333333333333333,6.867271926224572e-36
1963,FP,False,15.01808303873986,0.0,0.41377684473991394,0.8,0.6666666666666666,6.281640329903426e-46
6659,FP,False,15.563332941383123,0.0,0.2902163565158844,0.8,0.6666666666666666,3.1204520395130263e-43
7942,FP,False,15.616541961207986,0.0,0.553104817867279,0.8,0.5,-1.5656002342731646e-19
5115,FP,False,15.073499991558492,0.0,0.0,0.4,0.16666666666666666,-1.5324877453241336e-41
3430,FP,False,15.314875054173172,0.0,0.1560993194580078,0.6,0.3333333333333333,3.600946232423511e-44
4730,FP,False,15.10016608517617,0.0,0.01810532808303833,0.4,0.3333333333333333,-2.210488310931814e-136
9430,FP,False,14.967541908845305,0.0,0.1655941903591156,0.6,0.5,-2.835402707516625e-41
8369,FP,False,15.106166014447808,0.0,0.23408561944961548,0.6,0.3333333333333333,-5.928523184633895e-34
3384,FP,False,15.402332996018231,0.0,0.21506398916244507,0.6,0.3333333333333333,2.2358342490155116e-156
9476,FN,False,15.575333964079618,0.0,0.0070337653160095215,0.2,0.16666666666666666,2.049562325436592e-34
7820,FN,False,15.175167005509138,0.0,0.2922242283821106,0.6,0.3333333333333333,-1.3502444452280658e-36
2787,FN,False,15.032999916002154,0.0,0.0025852620601654053,0.6,0.16666666666666666,1.1160134913462246e-51
3250,FN,False,15.186417032964528,0.0,0.2988995313644409,1.0,0.5,2.72739048689347e-52
2891,FN,False,15.047207940369844,0.0,0.0,0.4,0.3333333333333333,0.0
1016,FN,False,15.115541988052428,0.0,0.006586194038391113,0.6,0.3333333333333333,1.874394540974682e-51
7728,FN,False,15.104833990335464,0.0,0.40426456928253174,0.8,0.5,-2.3443961653434564e-37
9344,FN,False,15.082124969922006,0.0,0.05327609181404114,0.4,0.16666666666666666,-2.7325004801258094e-64
1372,FN,False,15.291042043827474,0.0,0.08893413841724396,0.8,0.5,-2.004330749363233e-40
87,FN,False,15.176541986875236,0.0,0.003090411424636841,0.4,0.3333333333333333,0.0
