instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_cf_sensitivity,metric_stability
31,FP,False,470.18229198874906,0.009259259259259259,-0.025000359584748635,0.0035937341431822034,0.0,0.029674948375756217
36,FP,False,518.7462500180118,0.018518518518518517,-0.029479704647028347,0.003878553972277987,0.0,0.044833119071225266
45,TP,True,495.1181249925867,0.018518518518518517,0.075396131939492,0.20535846658292833,0.0,0.03712307350886882
53,FP,False,463.1480000098236,0.009259259259259259,-0.00669830502350679,0.05353347262679142,0.0,0.10847630514407829
64,FN,False,462.0959589956328,0.018518518518518517,0.007104963717549963,0.10075803596367411,0.0,0.10343673509400537
115,TP,True,494.7459590039216,0.009259259259259259,-0.01603822624159032,0.0029529150639602264,0.0,0.05120203905960044
120,FP,False,465.0250000122469,0.009259259259259259,-0.04965740436526688,0.005136452028556393,0.0,0.016283203148456687
148,TN,True,469.77458300534636,0.009259259259259259,0.5351023690442489,0.0010856004043726204,0.0,0.34202655544993726
157,TN,True,446.34520800900646,0.018518518518518517,-0.015098833225752515,6.751250022338971e-09,0.0,0.8605195523636132
185,FN,False,471.08087499509566,0.018518518518518517,-0.01309757434001258,0.04277802299923664,0.0,0.07467212681526479
197,TP,True,478.2532910176087,0.027777777777777776,0.9956334279469435,0.1774678014325678,0.0,0.947868750713663
215,TN,True,459.7722090256866,0.009259259259259259,-0.009483705481756935,6.13725787295801e-05,0.0,0.7351590417651261
237,FN,False,466.9183340156451,0.018518518518518517,0.048818498323977784,0.042978893649649505,0.0,0.19976237749716508
246,TP,True,472.82829202595167,0.009259259259259259,-0.04794259973289905,0.03841466188688181,0.0,0.009506827534415438
248,FN,False,465.13491598307155,0.018518518518518517,0.16190194143282793,0.15103832784745305,0.0,0.06884735106476902
259,TN,True,472.5845000066329,0.009259259259259259,-0.03540688737879718,0.010514530943031591,0.0,0.1973906815274045
268,FP,False,455.26195800630376,0.018518518518518517,0.07375701734714508,0.0423446716835818,0.0,0.024182421241954927
299,TP,True,474.8858750099316,0.009259259259259259,-0.020763386429705745,0.04509977075854854,0.0,0.05247948124782919
359,TN,True,467.84616698278114,0.018518518518518517,0.006023486270513952,0.04350141234743932,0.0,0.03553796848358687
379,TN,True,471.7861659883056,0.009259259259259259,0.05259919909308251,0.005353951102834084,0.0,0.06967526855608452
457,FP,False,463.37658300762996,0.009259259259259259,-0.0450296946946626,0.0468144460999087,0.0,0.0012757287555456604
481,FP,False,479.2100840131752,0.018518518518518517,-0.010523533191997845,0.09186183694576933,0.0,0.00930529943782872
493,TN,True,480.441541003529,0.018518518518518517,-0.01613389767577493,1.6423648077336115e-07,0.0,0.9948725871938046
562,TN,True,472.2456249874085,0.018518518518518517,-0.00922302221089699,1.3839566332816826e-06,0.0,0.8611098810846795
595,TP,True,524.3727089837193,0.018518518518518517,-0.028236344128554434,0.0008245175719211462,0.0,0.048273455136157495
616,FN,False,564.4053340074606,0.009259259259259259,0.01895087455631534,0.0401596594921826,0.0,0.06915351706942052
644,FN,False,470.93574999598786,0.018518518518518517,-0.007083063491073819,0.020737429228975843,0.0,0.06400332510555595
646,FP,False,455.68750001257285,0.009259259259259259,-0.05082019310000416,0.09902689841247703,0.0,0.038506068152594906
680,TN,True,471.20979201281443,0.018518518518518517,-0.01419791795351779,4.0323513107622224e-08,0.0,0.6528569516192227
693,FP,False,475.832416996127,0.009259259259259259,0.17591085140046153,0.02893214540437583,0.0,0.006109621115102993
706,FP,False,475.8107919769827,0.018518518518518517,-0.06043921585872899,0.011107401216753798,0.0,0.013839523602981471
739,FP,False,475.09895797702484,0.018518518518518517,-0.06819248220053695,0.052362208431911306,0.0,0.020263102189809465
779,FN,False,472.6519579999149,0.018518518518518517,-0.009655723749719406,0.012367308652015366,0.0,0.15640085548706212
792,TN,True,469.57204199861735,0.009259259259259259,-0.009191051017901276,1.0696607497135889e-08,0.0,0.8605988610385722
813,FP,False,455.2470830094535,0.009259259259259259,-0.02759117788789872,0.025680341984879562,0.0,0.015813497751928248
841,TN,True,465.8032909792382,0.018518518518518517,0.3494381075852625,0.16302393687124103,0.0,0.0175840669865664
871,TN,True,463.8975000125356,0.018518518518518517,-0.011113155885526253,0.0001436135443402534,0.0,0.449819465341281
884,FN,False,454.1299589909613,0.018518518518518517,-0.05909147430816291,0.04799189456618963,0.0,0.15333373042838003
905,TN,True,464.14537500822917,0.018518518518518517,-0.04478706952312715,0.024117945538836838,0.0,0.024321056157781688
