instance_id,quadrant,prediction_correct,metric_cost,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
8615,TP,True,22.488625021651387,0.0,0.0,0.4,0.3333333333333333,0.0
5547,TP,True,15.670708962716162,0.0,0.0,0.4,0.3333333333333333,0.0
2759,TP,True,15.490624937228858,0.0,0.0,0.4,0.3333333333333333,0.0
3567,TP,True,15.381209086626768,0.0,0.0,0.4,0.3333333333333333,0.0
2710,TP,True,15.236333012580872,0.0,0.0,0.4,0.3333333333333333,0.0
4832,TP,True,15.27541596442461,0.0,0.0,0.4,0.3333333333333333,0.0
367,TP,True,15.438917092978954,0.0,0.0,0.4,0.3333333333333333,0.0
9561,TP,True,15.507625066675246,0.0,0.0,0.4,0.3333333333333333,0.0
3065,TP,True,15.45820792671293,0.0,0.0,0.4,0.3333333333333333,0.0
5818,TP,True,15.539666987024248,0.0,0.0,0.4,0.3333333333333333,0.0
8341,TN,True,15.40162495803088,0.0,0.0,0.4,0.3333333333333333,0.0
5436,TN,True,15.209916979074478,0.0,0.0,0.4,0.3333333333333333,0.0
9131,TN,True,15.534625039435923,0.0,0.0,0.4,0.3333333333333333,0.0
941,TN,True,16.482708975672722,0.0,0.0,0.4,0.3333333333333333,0.0
1755,TN,True,15.300125000067055,0.0,0.0,0.4,0.3333333333333333,0.0
7650,TN,True,15.279583050869405,0.0,0.0,0.4,0.3333333333333333,0.0
3387,TN,True,16.019875067286193,0.0,0.0,0.4,0.3333333333333333,0.0
105,TN,True,15.311792027205229,0.0,0.0,0.4,0.3333333333333333,0.0
2996,TN,True,15.906207961961627,0.0,0.0,0.4,0.3333333333333333,0.0
440,TN,True,15.726957935839891,0.0,0.0,0.4,0.3333333333333333,0.0
8674,FP,False,15.287374961189926,0.0,0.0,0.4,0.3333333333333333,0.0
1963,FP,False,15.35550004336983,0.0,0.0,0.4,0.3333333333333333,0.0
6659,FP,False,15.71995799895376,0.0,0.0,0.4,0.3333333333333333,0.0
7942,FP,False,15.377250034362078,0.0,0.0,0.4,0.3333333333333333,0.0
5115,FP,False,15.426209080033004,0.0,0.0,0.4,0.3333333333333333,0.0
3430,FP,False,15.307708061300218,0.0,0.0,0.4,0.3333333333333333,0.0
4730,FP,False,16.802124911919236,0.0,0.029629766941070557,0.4,0.3333333333333333,0.0
9430,FP,False,15.424208017066121,0.0,0.0,0.4,0.3333333333333333,0.0
8369,FP,False,16.118458937853575,0.0,0.006553828716278076,0.4,0.3333333333333333,0.0
3384,FP,False,16.112374956719577,0.0,0.0,0.4,0.3333333333333333,0.0
9476,FN,False,15.703208977356553,0.0,0.0,0.4,0.3333333333333333,0.0
7820,FN,False,15.606332919560373,0.0,0.0,0.4,0.3333333333333333,0.0
2787,FN,False,15.827332972548902,0.0,0.0,0.4,0.3333333333333333,0.0
3250,FN,False,15.204665949568152,0.0,0.08546578884124756,0.4,0.3333333333333333,0.0
2891,FN,False,15.413249959237874,0.0,0.0,0.4,0.3333333333333333,0.0
1016,FN,False,15.465584001503885,0.0,0.0,0.4,0.3333333333333333,0.0
7728,FN,False,15.876332996413112,0.0,0.0,0.4,0.3333333333333333,0.0
9344,FN,False,15.330082969740033,0.0,0.0,0.4,0.3333333333333333,0.0
1372,FN,False,15.44462505262345,0.0,0.0,0.4,0.3333333333333333,0.0
87,FN,False,15.692958026193082,0.0,0.003090411424636841,0.4,0.3333333333333333,0.0
