instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_stability
439,TP,True,134.12130999495275,0.09259259259259259,0.9679610895931923,0.49991074995581575,0.951972756710744
727,TN,True,2347.1371799969347,0.09259259259259259,0.7783083540582831,0.01580772153782728,0.15805470791359313
798,FP,False,1750.1396340012434,0.09259259259259259,0.9230865172237529,0.09115615180671865,0.9503844155886937
848,FN,False,1678.7815880015842,0.09259259259259259,0.8490226580582417,0.007663950687259079,0.16299617197092867
955,TN,True,990.3486059993156,0.09259259259259259,0.6692818064735184,0.050205638458077684,0.15260031873357863
1261,FN,False,2088.2594299982884,0.09259259259259259,0.773872948510422,0.031806327206766905,0.1407147152160568
2688,FN,False,1254.989998997189,0.09259259259259259,0.8393759083117067,0.09361919644718902,0.2027712077310156
2896,TN,True,1294.4775680007297,0.09259259259259259,0.6031670798021126,0.25538161133160653,0.7767728834973842
2957,TP,True,892.0829970011255,0.09259259259259259,0.8046141526480359,0.1504438813911172,0.731087165833328
3154,FP,False,2024.9644369978341,0.09259259259259259,0.7839927370402437,0.8716958941421912,0.30912118400920013
3272,TN,True,2621.9488569986424,0.09259259259259259,0.3133207178707502,0.02024426773347529,0.7089750038124427
3325,TN,True,2054.048083999078,0.09259259259259259,0.6380526089846812,0.922123291318237,0.21781284971020917
3340,TN,True,2903.4303779990296,0.09259259259259259,0.7202735116402214,0.06347118372405984,0.6284278331030693
3538,TN,True,976.70580400154,0.09259259259259259,0.8257190824488523,0.5061734449937226,0.49785549916426697
3551,TP,True,420.6782910041511,0.09259259259259259,0.7779847155056924,0.9213697832020554,0.1298684612592463
3586,FN,False,2202.9361150052864,0.09259259259259259,0.7965049315691277,0.21717410428952524,0.11220643275313621
3749,FP,False,1945.6036609990406,0.09259259259259259,0.6626376324359292,0.7901007367290277,0.2715083126373692
4852,FP,False,2286.7309740031487,0.09259259259259259,0.4358317277575465,0.5630424099113891,0.15529456023247948
4898,TP,True,2894.5536160026677,0.09259259259259259,0.7083008344796629,0.4572383169047807,0.21299611239615932
4960,FP,False,1178.397670002596,0.09259259259259259,0.5563796432044512,0.28094778118291,0.22014815204996
5329,TP,True,1155.127434998576,0.09259259259259259,0.6748369391496876,0.7493530310766499,0.16207285627992363
5373,FN,False,1281.6927540043253,0.09259259259259259,0.6125288087249934,0.10140077912218415,0.1481643999024061
5529,FN,False,2053.335286997026,0.09259259259259259,0.6447123149197101,0.003315052568588883,0.0731154676353811
5536,FP,False,2852.779940003529,0.09259259259259259,0.6988547218633535,0.495842939140841,0.12362892451087412
5953,FN,False,1764.114220997726,0.09259259259259259,0.8610760894098313,0.8402486325405047,0.7788039106488613
5955,TP,True,976.7435059984564,0.09259259259259259,0.9465133057830231,0.49494045890108496,0.913695378981528
6489,FP,False,1385.119348000444,0.09259259259259259,0.6404474844190586,0.44817268653421627,0.3064431268279238
6610,FN,False,1493.947663999279,0.09259259259259259,0.850502502467159,0.21902635052325486,0.2732246875125584
6737,TN,True,2905.9777180009405,0.09259259259259259,0.929476808006134,0.572969301318553,0.29006043068844306
6871,TP,True,2040.8485299994936,0.09259259259259259,0.9628909206689876,0.2953561545089255,0.9220281300797077
6893,TN,True,3353.412700998888,0.09259259259259259,0.9405903792920558,0.3382090722080911,0.5464227920804796
6974,FP,False,2450.4695020004874,0.09259259259259259,0.8454074796513653,0.13113600624853328,0.11307984123778642
7555,TP,True,605.5039130005753,0.09259259259259259,0.9698607816534435,0.4321768625653615,0.7982854790691124
7725,TP,True,411.04566599824466,0.09259259259259259,0.9711691606071678,0.7569561974991436,0.9267901743248373
8072,FP,False,1538.6719059970346,0.09259259259259259,0.6585283445995067,0.0019388505902115938,0.20477493974593006
8176,TN,True,2687.4292339998647,0.09259259259259259,0.7561752454251682,0.26549836320036757,0.10874917061560953
8185,FP,False,1864.4595890000346,0.09259259259259259,0.7824024125447554,0.633374101662871,0.2412265783450849
8682,FN,False,1975.3557660005754,0.09259259259259259,0.8235077519542915,0.0465900029677742,0.27856077701754317
9384,FN,False,1577.522913001303,0.09259259259259259,0.9467547518083995,0.30415090117775734,0.4569198215886649
9441,TP,True,575.3366260032635,0.09259259259259259,0.6848131647280717,0.419071376903561,0.09464867715934881
