instance_id,quadrant,prediction_correct,metric_cost,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
8615,TP,True,4.955083015374839,0.6457793875285301,0.7335103154182434,1.0,0.5,0.9846585378578618
5547,TP,True,4.707082989625633,0.9706034815687483,0.9495792984962463,1.0,0.3333333333333333,0.9702215977194824
2759,TP,True,4.61574993096292,0.7162868969833481,0.5615720152854919,1.0,0.5,0.9694002574874876
3567,TP,True,4.64233395177871,0.6069067766172399,0.7246115207672119,0.8,0.3333333333333333,0.9851976835891307
2710,TP,True,4.649250069633126,0.9721812093287681,0.9829838871955872,0.8,0.3333333333333333,0.9772178899931001
4832,TP,True,4.476208938285708,0.9605595821705882,0.9576524496078491,1.0,0.5,0.9783378770241203
367,TP,True,4.405000014230609,0.8038310943545537,0.6389986276626587,1.0,0.5,0.978276867954008
9561,TP,True,4.454291076399386,0.581221227201201,0.7285251617431641,0.6,0.16666666666666666,0.9758621728585336
3065,TP,True,4.3337499955669045,0.19653989501758282,0.8782979846000671,0.8,0.3333333333333333,0.9797981473482459
5818,TP,True,4.419500008225441,0.8295540948901052,0.8606770038604736,0.8,0.3333333333333333,0.9312760786965825
8341,TN,True,4.552000085823238,0.7122908740872492,0.01409154012799263,0.8,0.3333333333333333,0.9753967456295156
5436,TN,True,4.437083029188216,0.47608587275915537,0.11544109880924225,1.0,0.5,0.9770435094503357
9131,TN,True,4.420500015839934,0.5919778249619683,0.007673643529415131,1.0,0.5,0.9705946983091638
941,TN,True,4.362125066109002,0.6902080446526772,0.00613528024405241,1.0,0.3333333333333333,0.9761369421949235
1755,TN,True,4.3351249769330025,0.2895951933954785,0.0019147046841681004,1.0,0.5,0.97729070195738
7650,TN,True,4.433666937984526,0.6586730253162375,0.42707642912864685,1.0,0.5,0.9913447718935469
3387,TN,True,4.462042008526623,0.44074396367901103,0.10072419047355652,1.0,0.3333333333333333,0.9845709464790305
105,TN,True,4.378583049401641,0.4255868048958737,0.07344762235879898,1.0,0.5,0.9726318370585124
2996,TN,True,4.473957931622863,0.2819851582630388,0.0010448392713442445,1.0,0.5,0.9779517892433862
440,TN,True,4.3402500450611115,0.26871836606361904,0.06603138893842697,0.8,0.16666666666666666,0.9790003529989277
8674,FP,False,4.579374915920198,0.7379657065230436,0.49508991837501526,1.0,0.5,0.9793493063947831
1963,FP,False,4.7108749859035015,0.7306482771721646,0.8592736124992371,1.0,0.5,0.9852818549426436
6659,FP,False,4.3691659811884165,0.6671540764739076,0.6996939778327942,1.0,0.5,0.9789961266387305
7942,FP,False,4.376125056296587,0.6949905099030446,0.5814799070358276,1.0,0.5,0.9796891670083321
5115,FP,False,4.493999993428588,0.6906776945744714,0.6079986095428467,1.0,0.5,0.9737269993405789
3430,FP,False,4.35091694816947,0.7495599941162565,0.7797932028770447,0.8,0.3333333333333333,0.9771124270667538
4730,FP,False,4.353875061497092,0.7004845447722307,0.4628622531890869,1.0,0.5,0.9735477538897627
9430,FP,False,4.415416973643005,0.6512860144592695,0.5453118085861206,1.0,0.5,0.9772097796007989
8369,FP,False,4.375166958197951,0.5407751028903678,0.6507940888404846,0.8,0.3333333333333333,0.9724638486556095
3384,FP,False,4.403666942380369,0.6892958195057496,0.7929522395133972,0.8,0.3333333333333333,0.9715223579560671
9476,FN,False,6.594792008399963,0.6993689148287866,0.33680492639541626,0.8,0.3333333333333333,0.9765145132384632
7820,FN,False,4.424707964062691,0.7376793327006508,0.3128364682197571,0.8,0.3333333333333333,0.9823400648527636
2787,FN,False,4.325666930526495,0.7779548196463673,0.46925100684165955,1.0,0.3333333333333333,0.9815835775397088
3250,FN,False,4.373500007204711,0.6352941116509465,0.27216851711273193,0.8,0.3333333333333333,0.9771741588670786
2891,FN,False,4.349416005425155,0.5841815387796633,0.418122261762619,0.8,0.3333333333333333,0.884388583758331
1016,FN,False,4.301332985050976,0.7052400111013062,0.46348774433135986,0.8,0.3333333333333333,0.9767932181839306
7728,FN,False,4.337333026342094,0.6813893570191754,0.4379115700721741,1.0,0.5,0.9807472332497247
9344,FN,False,4.759332980029285,0.8333024566271968,0.41308724880218506,1.0,0.5,0.9864301235763895
1372,FN,False,4.451125045306981,0.5307410377433951,0.26970207691192627,1.0,0.3333333333333333,0.9821008164720849
87,FN,False,4.65520890429616,0.828574017640589,0.3031972050666809,0.6,0.16666666666666666,0.6828203285121659
