model,training_time_sec,timestamp,accuracy,precision_macro,recall_macro,f1_macro,confusion_counts,confusion_percentages,pred_class_distribution,true_class_distribution
exp1_adult_mvp_rf,0.2825,2025-12-29 13:45:53,0.8548,0.808,0.7769,0.7904,"{'tn': 6875, 'fp': 547, 'fn': 870, 'tp': 1466}","{'tn': np.float64(0.7046), 'fp': np.float64(0.0561), 'fn': np.float64(0.0892), 'tp': np.float64(0.1502)}","{'0': 7745, '1': 2013}","{'0': 7422, '1': 2336}"
