model,training_time_sec,accuracy,precision,recall,f1,roc_auc,confusion_matrix,timestamp
exp1_adult_mvp_xgboost,0.5178,0.8698503791760607,0.8649103545544327,0.8698503791760607,0.8650859358004691,0.9263719970801357,"[[7002, 420], [850, 1486]]",2025-12-19 22:10:11
