instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_stability,metric_time_ms,metric_error
5,TP,True,69178.4574000012,0.037037037037037035,0.6413239063308455,0.4803287637925757,0.0,,
32,FP,False,108065.56000000273,0.037037037037037035,0.8278584028884461,0.6554934821765923,0.5102128227280118,,
52,FN,False,7005.645400000503,0.018518518518518517,0.5440043117226672,0.2770634027140714,0.0,,
120,FP,False,286154.3144000025,0.046296296296296294,0.6843552527112267,0.42171179116001517,0.38471915390308953,,
161,TP,True,66199.75669999985,0.037037037037037035,0.8279354169632641,0.6303114332844434,0.0,,
162,FN,False,11007.18390000111,0.027777777777777776,0.4574528207358698,0.3216345303718405,0.4189709217876382,,
200,TP,True,63324.34980000107,0.1111111111111111,0.4104085626032418,0.5578691150924677,0.0,,
238,TP,True,43056.70580000151,0.037037037037037035,0.6230292276976391,0.5863423146478925,0.0,,
268,FP,False,111445.70509999903,0.10185185185185185,0.40130863723785704,0.09083730745905472,0.0,,
300,TP,True,107209.54220000203,0.037037037037037035,0.8868377114066233,0.5948796097659582,0.0,,
305,FN,False,11030.372299999726,0.018518518518518517,0.3231718874394569,0.003589525809020652,0.0,,
403,FN,False,6015.703900000517,0.018518518518518517,0.5350023390909375,0.12557634628239872,0.0,,
406,TN,True,3020.999699998356,0.018518518518518517,0.3068939377188977,0.07623402152073348,0.0,,
451,TP,True,140119.91130000388,0.05555555555555555,0.7402722255377849,0.7375738147183564,0.46364497101896374,,
462,TN,True,12006.734199996572,0.018518518518518517,0.6782727341307673,0.0283546019324359,0.0,,
486,TP,True,17010.218900002656,0.037037037037037035,0.5331085901299492,0.7299263624122324,0.7424318892902244,,
500,TP,True,101052.4124000076,0.027777777777777776,0.9052845627947302,0.6626395042940827,0.5396132848427357,,
529,,,,,,,,-1,1
537,FN,False,7026.294700001017,0.018518518518518517,0.31270590464422665,0.049226506809776374,0.0,,
591,TP,True,53110.06020000059,0.037037037037037035,0.6219333320952786,0.7245501614256027,0.0,,
594,TN,True,12019.324799999595,0.018518518518518517,0.8321370982218913,0.1524091149423011,0.0,,
614,FP,False,247564.10940000205,0.1388888888888889,0.6041984834384623,0.25618820604560244,0.0,,
615,FP,False,220447.93669999854,0.046296296296296294,0.8684623304994912,0.776747699504527,0.007142857142857143,,
627,FP,False,112062.63709999621,0.05555555555555555,0.5106239687045706,0.20187716011711881,0.3471269169889961,,
630,TN,True,11005.14039999689,0.018518518518518517,0.3580346462376684,0.060618154582916375,0.4428571428571428,,
664,FN,False,7005.686600001354,0.018518518518518517,0.34354421738305635,0.0025572834846999404,0.0,,
698,FP,False,277779.7172999999,0.18518518518518517,0.35740382234858453,0.13104471221425917,0.0,,
702,TP,True,203135.2893000003,0.06481481481481481,0.6644908124160133,0.43682543326587964,0.34569228766517685,,
706,FP,False,97314.6521000017,0.037037037037037035,0.5831827353854767,0.3660080834754379,0.0,,
748,TP,True,233747.29410000145,0.046296296296296294,0.8378941958059669,0.7692854089312908,0.007142857142857143,,
750,,,,,,,,-1,1
779,FN,False,8063.588300003175,0.018518518518518517,0.656669940531812,0.06573821406673507,0.0,,
866,TP,True,119239.43809999764,0.12962962962962962,0.2491372244542555,0.38950018922135865,0.005498573992282151,,
886,FP,False,109062.11909999547,0.027777777777777776,0.8002071697214282,0.4991976367784617,0.45827430622397153,,
935,,,,,,,,-1,1
953,FP,False,108480.55939999904,0.12962962962962962,0.39830070761872716,0.1997176655455618,0.0,,
1007,TP,True,24045.480799999496,0.1111111111111111,0.3303136538025924,0.713969031011009,0.0,,
1029,TN,True,8063.273500003561,0.018518518518518517,0.7600381537689263,0.20313232958551597,0.0,,
1039,TN,True,9040.726100000029,0.018518518518518517,-0.014296358474649627,0.0008516987414121657,0.0,,
1042,TN,True,16042.869500000961,0.018518518518518517,0.340507312744314,0.002627125362861471,0.004761904761904761,,
1083,TN,True,9029.22160000162,0.018518518518518517,0.08128502007520179,0.007861235421418991,0.0,,
1116,TP,True,243848.75789999933,0.046296296296296294,0.6419485948551401,0.6067377993513632,0.009523809523809525,,
1138,FN,False,79190.050899997,0.037037037037037035,0.4409531935957682,0.26705954296218515,0.0,,
1147,TP,True,18019.91090000047,0.09259259259259259,0.3385748772082842,0.062476568622406026,0.005498573992282151,,
1152,TN,True,17011.940699987463,0.018518518518518517,0.28513474345298445,0.007956150262343697,0.5999999999999999,,
1154,TN,True,11101.808100007474,0.018518518518518517,0.21358357507002196,0.012773083165291826,0.0,,
1171,TP,True,121073.80019999982,0.037037037037037035,0.8326361892179918,0.6423617779664523,0.522266930508965,,
1183,TP,True,108099.6363000013,0.037037037037037035,0.7838442188890264,0.6244856606566204,0.458437068729438,,
1204,FN,False,11009.872100010398,0.018518518518518517,0.7022677809432981,0.19978835663515038,0.3523809523809523,,
1218,FN,False,5004.350300005171,0.027777777777777776,0.7144196511487846,0.1284267535270698,0.0,,
1260,FP,False,108246.8487999995,0.037037037037037035,0.6733604442106907,0.4727427206227587,0.0,,
1305,FN,False,6005.764800000179,0.027777777777777776,0.42288838347975155,0.11577245260549154,0.0,,
1378,FN,False,7083.9808999990055,0.027777777777777776,0.2702247924685932,0.14322585250285974,0.0,,
1419,FN,False,14042.071400006535,0.027777777777777776,0.5642515640461042,0.13598983934847014,0.49999999999999994,,
1420,FN,False,7035.20220000064,0.018518518518518517,0.42517922237289457,0.12321135044733988,0.0,,
1441,TN,True,11006.061100000807,0.018518518518518517,0.08469681754354462,0.0053074982305966745,0.0,,
