model,method,seed,n,instance_id,masking_scheme,topk_gap,top_feature_corr,n_features_masked_topk
rf,shap,456,50,634,zero,0.32789710125277016,0.2204571764150754,5.0
rf,shap,456,50,634,mean,0.32789710125277005,0.22045717641507584,5.0
rf,shap,456,50,634,marginal,0.20142209802421052,0.2788333567169749,5.0
rf,shap,456,50,634,grouped_mean,0.49993672485054985,-0.2556738257255277,58.0
rf,shap,456,50,697,zero,0.5844664537169849,0.7799599312796549,5.0
rf,shap,456,50,697,mean,0.5844664537169849,0.7762223604622153,5.0
rf,shap,456,50,697,marginal,0.5760600691774098,0.9309283038368426,5.0
rf,shap,456,50,697,grouped_mean,0.4948245906895318,0.505291922218121,34.0
rf,shap,456,50,698,zero,0.545509603171261,0.6771860089156713,5.0
rf,shap,456,50,698,mean,0.5455096031712612,0.6771860089156719,5.0
rf,shap,456,50,698,marginal,0.5301149481461013,0.664897262312204,5.0
rf,shap,456,50,698,grouped_mean,0.5463621729242096,0.24935947396273533,41.0
rf,shap,456,50,799,zero,0.4674576328658234,0.600497456356782,5.0
rf,shap,456,50,799,mean,0.46745763286582387,0.6004974563567823,5.0
rf,shap,456,50,799,marginal,0.23002013498391025,0.6202662519252848,5.0
rf,shap,456,50,799,grouped_mean,0.46745763286582365,0.24731643894627037,34.0
rf,shap,456,50,804,zero,0.5655877634199025,0.6471749663635482,5.0
rf,shap,456,50,804,mean,0.5655877634199022,0.6471749663635485,5.0
rf,shap,456,50,804,marginal,0.45988593918083764,0.6623242509516193,5.0
rf,shap,456,50,804,grouped_mean,0.5655877634199024,0.3410515345450302,43.0
rf,shap,456,50,814,zero,0.5897083197294808,0.7691276585159184,5.0
rf,shap,456,50,814,mean,0.5897083197294806,0.7691276585159171,5.0
rf,shap,456,50,814,marginal,0.38143903049595246,0.49062405526863634,5.0
rf,shap,456,50,814,grouped_mean,0.49145033254790327,0.19796423274006472,56.0
rf,shap,456,50,821,zero,0.4795372638563191,0.5896403461983054,5.0
rf,shap,456,50,821,mean,0.47953726385631923,0.5909988103844165,5.0
rf,shap,456,50,821,marginal,0.2575748043594013,0.6216647145116372,5.0
rf,shap,456,50,821,grouped_mean,0.4795372638563191,0.509940407393366,18.0
rf,shap,456,50,861,zero,0.11061475277040808,-0.04921402758114199,5.0
rf,shap,456,50,861,mean,0.11061475277040808,-0.049214027581141864,5.0
rf,shap,456,50,861,marginal,0.2018092183217155,0.586600604901522,5.0
rf,shap,456,50,861,grouped_mean,0.009859723850912328,0.4898991784282987,33.0
rf,shap,456,50,892,zero,0.09941221935951496,0.2927579438673207,5.0
rf,shap,456,50,892,mean,0.09941221935951498,0.238316078168075,5.0
rf,shap,456,50,892,marginal,0.21126842035306204,0.7169272269317453,5.0
rf,shap,456,50,892,grouped_mean,0.241543795625599,0.07675677554543744,33.0
rf,shap,456,50,987,zero,0.17071905435496598,0.6976977263077748,5.0
rf,shap,456,50,987,mean,0.17071905435496587,0.6976977263077754,5.0
rf,shap,456,50,987,marginal,0.1769586360765063,0.2340462386352506,5.0
rf,shap,456,50,987,grouped_mean,0.10988546766764953,0.26321755617821985,34.0
rf,shap,456,50,1019,zero,0.11553234846942145,-0.1926418634592709,5.0
rf,shap,456,50,1019,mean,0.11553234846942145,-0.19264186345927145,5.0
rf,shap,456,50,1019,marginal,0.2814854912816463,0.4124791192277937,5.0
rf,shap,456,50,1019,grouped_mean,0.05493315962131182,0.6914444218644377,56.0
rf,shap,456,50,1150,zero,0.65365326981157,0.6273689456414946,5.0
rf,shap,456,50,1150,mean,0.65365326981157,0.6273689456414945,5.0
rf,shap,456,50,1150,marginal,0.5164333659664674,0.6597175241123308,5.0
rf,shap,456,50,1150,grouped_mean,0.689750428159529,0.12462488339256625,57.0
rf,shap,456,50,1278,zero,0.5206280215850553,0.5815906657834353,5.0
rf,shap,456,50,1278,mean,0.5206280215850551,0.5815906657834351,5.0
rf,shap,456,50,1278,marginal,0.33567807939017635,0.742719609851985,5.0
rf,shap,456,50,1278,grouped_mean,0.4814268509909835,0.09823431528021306,57.0
rf,shap,456,50,1334,zero,0.06670889892085838,0.2354766352927726,5.0
rf,shap,456,50,1334,mean,0.0667088989208584,0.23547663529277257,5.0
rf,shap,456,50,1334,marginal,0.10305470668537516,0.3086560640806742,5.0
rf,shap,456,50,1334,grouped_mean,0.19156292956412746,0.12993695783101541,57.0
rf,shap,456,50,1415,zero,0.5036487007129165,0.8393438583132301,5.0
rf,shap,456,50,1415,mean,0.5036487007129165,0.8393438583132289,5.0
rf,shap,456,50,1415,marginal,0.3244632449887958,0.49548077487992714,5.0
rf,shap,456,50,1415,grouped_mean,0.7958735997741881,0.5945480894827981,58.0
rf,shap,456,50,1586,zero,0.06496126169450864,0.27739212442262695,5.0
rf,shap,456,50,1586,mean,0.06496126169450864,0.27739212442262695,5.0
rf,shap,456,50,1586,marginal,0.2747145134855771,0.8528558204760448,5.0
rf,shap,456,50,1586,grouped_mean,0.18346570735481782,0.5367921701680612,17.0
rf,shap,456,50,1633,zero,0.25541753770440123,0.8926170634583548,5.0
rf,shap,456,50,1633,mean,0.25541753770440123,0.8926170634583546,5.0
rf,shap,456,50,1633,marginal,0.11787466962517194,0.5385736887372551,5.0
rf,shap,456,50,1633,grouped_mean,0.24777724400302248,0.21684367838684385,34.0
rf,shap,456,50,1736,zero,0.04507058380362233,0.23097601899924647,5.0
rf,shap,456,50,1736,mean,0.04507058380362239,0.26119667333391605,5.0
rf,shap,456,50,1736,marginal,0.2137129670958573,0.44613587226357687,5.0
rf,shap,456,50,1736,grouped_mean,0.07542173539591898,0.6289773245980972,33.0
rf,shap,456,50,1745,zero,0.6144795308825095,0.6684607912550143,5.0
rf,shap,456,50,1745,mean,0.6144795308825097,0.6684607912550147,5.0
rf,shap,456,50,1745,marginal,0.3538529873443319,0.19700020405416555,5.0
rf,shap,456,50,1745,grouped_mean,0.7180890945135779,0.09620982418607645,34.0
rf,shap,456,50,1758,zero,0.5342542902804533,0.6856011536664051,5.0
rf,shap,456,50,1758,mean,0.534254290280453,0.6856011536664046,5.0
rf,shap,456,50,1758,marginal,0.3176298477143737,0.5657032494066702,5.0
rf,shap,456,50,1758,grouped_mean,0.7319301454480716,0.20048131661177473,57.0
rf,shap,456,50,1791,zero,0.5816112147379555,0.5551432634013226,5.0
rf,shap,456,50,1791,mean,0.5816112147379555,0.5551432634013221,5.0
rf,shap,456,50,1791,marginal,0.07166646632623248,0.5653942901477018,5.0
rf,shap,456,50,1791,grouped_mean,0.6593553378362629,-0.24695241288598527,57.0
rf,shap,456,50,1937,zero,0.4559718171859598,0.8925926138512209,5.0
rf,shap,456,50,1937,mean,0.4559718171859599,0.8925926138512215,5.0
rf,shap,456,50,1937,marginal,0.18894400033071115,0.8146672691524208,5.0
rf,shap,456,50,1937,grouped_mean,0.4190720378671573,0.4602118701340854,34.0
rf,shap,456,50,2042,zero,0.44913141363895637,0.8647171706015221,5.0
rf,shap,456,50,2042,mean,0.44913141363895637,0.8606777263584077,5.0
rf,shap,456,50,2042,marginal,0.47444574331403216,0.7541984768804615,5.0
rf,shap,456,50,2042,grouped_mean,0.4538362097445644,0.2283591920615109,41.0
rf,shap,456,50,2082,zero,0.05617748922418201,0.6268951410042838,5.0
rf,shap,456,50,2082,mean,0.05617748922418199,0.6268951410042838,5.0
rf,shap,456,50,2082,marginal,0.247747213814926,0.7310298952006965,5.0
rf,shap,456,50,2082,grouped_mean,0.1963184300378378,0.4422815638019023,58.0
rf,shap,456,50,2092,zero,0.3951372320442583,0.7185220449913201,5.0
rf,shap,456,50,2092,mean,0.39513723204425844,0.7185220449913201,5.0
rf,shap,456,50,2092,marginal,0.37004042566261486,0.6964206271153311,5.0
rf,shap,456,50,2092,grouped_mean,0.5840535668631146,-0.13504950199688637,57.0
rf,shap,456,50,2136,zero,0.45210771210851136,0.6666016165444587,5.0
rf,shap,456,50,2136,mean,0.45210771210851125,0.6683588940109549,5.0
rf,shap,456,50,2136,marginal,0.514621363224464,0.6242629813457848,5.0
rf,shap,456,50,2136,grouped_mean,0.41162271243520154,0.6116830055440672,34.0
rf,shap,456,50,2146,zero,0.13000468686622263,0.7002021852658685,5.0
rf,shap,456,50,2146,mean,0.1300046868662226,0.7002021852658682,5.0
rf,shap,456,50,2146,marginal,0.06976623410041287,0.8475564050919899,5.0
rf,shap,456,50,2146,grouped_mean,0.22015974065515265,0.7020690053744463,33.0
rf,shap,456,50,2228,zero,0.598908692009078,0.8681138910535114,5.0
rf,shap,456,50,2228,mean,0.5989086920090778,0.8586195236611859,5.0
rf,shap,456,50,2228,marginal,0.2810345138118295,0.8200913606532803,5.0
rf,shap,456,50,2228,grouped_mean,0.6051156346035307,0.38673534096914935,33.0
rf,shap,456,50,2359,zero,0.670573424117278,0.7134771746878015,5.0
rf,shap,456,50,2359,mean,0.6647811283941614,0.7134771746878003,5.0
rf,shap,456,50,2359,marginal,0.5251666281915638,0.6810942717548201,5.0
rf,shap,456,50,2359,grouped_mean,0.6819517748394273,0.16115723845984292,34.0
rf,shap,456,50,2417,zero,0.006657093287229299,0.7003683040627778,5.0
rf,shap,456,50,2417,mean,0.006657093287229188,0.7003683040627784,5.0
rf,shap,456,50,2417,marginal,0.149610353364753,0.7052080001711816,5.0
rf,shap,456,50,2417,grouped_mean,0.19785268211561058,0.43181531828960723,58.0
rf,shap,456,50,2423,zero,0.5466999518262623,0.7355082898079535,5.0
rf,shap,456,50,2423,mean,0.5466999518262619,0.7355082898079544,5.0
rf,shap,456,50,2423,marginal,0.23524005608265616,0.6330889553391814,5.0
rf,shap,456,50,2423,grouped_mean,0.6439636598629276,0.29387935813289345,34.0
rf,shap,789,50,0,zero,0.019502101564881254,-0.27511106137984254,5.0
rf,shap,789,50,0,mean,0.019502101564881254,-0.35648205253013254,5.0
rf,shap,789,50,0,marginal,0.16617900109521658,0.9655586969173874,5.0
rf,shap,789,50,0,grouped_mean,0.12411584664051348,0.21763778686231267,33.0
rf,shap,789,50,7,zero,0.06412309974757997,0.6930967299380748,5.0
rf,shap,789,50,7,mean,0.06412309974757997,0.6930967299380748,5.0
rf,shap,789,50,7,marginal,0.2026841643996299,0.9512466817498173,5.0
rf,shap,789,50,7,grouped_mean,0.1793024013848362,0.3689017013135043,33.0
rf,shap,789,50,22,zero,0.03152455354233204,-0.22413493478862725,5.0
rf,shap,789,50,22,mean,0.03152455354233205,-0.22413493478862712,5.0
rf,shap,789,50,22,marginal,0.30330622555776704,0.8205639129239004,5.0
rf,shap,789,50,22,grouped_mean,0.12631771572778036,0.41207442544022993,17.0
rf,shap,789,50,58,zero,0.08086944195846887,0.5514322229950734,5.0
rf,shap,789,50,58,mean,0.0808694419584689,0.5514322229950734,5.0
rf,shap,789,50,58,marginal,0.12693682015774618,0.643653836714664,5.0
rf,shap,789,50,58,grouped_mean,0.19303498204316155,0.7420643925300431,33.0
rf,shap,789,50,116,zero,0.6522212068652766,0.46024897273322857,5.0
rf,shap,789,50,116,mean,0.6522212068652766,0.46024897273322796,5.0
rf,shap,789,50,116,marginal,0.5565819036737679,0.5526512662437034,5.0
rf,shap,789,50,116,grouped_mean,0.688449877380407,-0.2046130207901536,57.0
rf,shap,789,50,160,zero,0.343923953952041,0.6419989725163867,5.0
rf,shap,789,50,160,mean,0.34392395395204073,0.6419989725163874,5.0
rf,shap,789,50,160,marginal,0.23446247944257814,0.6741811751858432,5.0
rf,shap,789,50,160,grouped_mean,0.343923953952041,-0.13117646533068925,57.0
rf,shap,789,50,163,zero,0.3238674864543758,0.44902288263330725,5.0
rf,shap,789,50,163,mean,0.3238674864543759,0.44902288263330686,5.0
rf,shap,789,50,163,marginal,0.17682180627435415,0.7371690509151668,5.0
rf,shap,789,50,163,grouped_mean,0.26080452212183003,0.08282637688117721,57.0
rf,shap,789,50,174,zero,0.42346362347938427,0.8410791697255258,5.0
rf,shap,789,50,174,mean,0.4234636234793844,0.8410791697255255,5.0
rf,shap,789,50,174,marginal,0.01677187415129137,0.6183057574152458,5.0
rf,shap,789,50,174,grouped_mean,0.3356376761252904,0.7006663095136273,56.0
rf,shap,789,50,194,zero,0.002281289763276406,-0.44501319098018927,5.0
rf,shap,789,50,194,mean,0.002281289763276406,-0.5864763870040955,5.0
rf,shap,789,50,194,marginal,0.21890915772690245,-0.5107566219052582,5.0
rf,shap,789,50,194,grouped_mean,0.10964941587911585,0.20378515243852752,33.0
rf,shap,789,50,241,zero,0.437144838645692,0.5022710098459923,5.0
rf,shap,789,50,241,mean,0.4371448386456921,0.5104643459938151,5.0
rf,shap,789,50,241,marginal,0.32501838948447576,0.17805970960934095,5.0
rf,shap,789,50,241,grouped_mean,0.4371448386456922,-0.007629124397432213,41.0
rf,shap,789,50,243,zero,0.38437694229771935,0.8099148425345313,5.0
rf,shap,789,50,243,mean,0.38437694229771935,0.8099148425345323,5.0
rf,shap,789,50,243,marginal,0.2392015403004798,0.6325211184269054,5.0
rf,shap,789,50,243,grouped_mean,0.3475465203806266,0.19681499707821126,34.0
rf,shap,789,50,299,zero,0.6136497069769355,0.5160543752102962,5.0
rf,shap,789,50,299,mean,0.6136497069769357,0.5145567648295688,5.0
rf,shap,789,50,299,marginal,0.1580536101307188,0.261638202971207,5.0
rf,shap,789,50,299,grouped_mean,0.6220647821983899,0.1384151752323372,40.0
rf,shap,789,50,372,zero,0.4774409924308312,0.6199623781474214,5.0
rf,shap,789,50,372,mean,0.4774409924308312,0.6199623781474219,5.0
rf,shap,789,50,372,marginal,0.4703847198729922,0.7377454698039723,5.0
rf,shap,789,50,372,grouped_mean,0.4924727537339967,0.8663475269824391,43.0
rf,shap,789,50,403,zero,0.23703884566856376,0.07828656556148443,5.0
rf,shap,789,50,403,mean,0.23703884566856362,0.0782865655614847,5.0
rf,shap,789,50,403,marginal,0.23417208564094863,-0.03358025299590378,5.0
rf,shap,789,50,403,grouped_mean,0.12782279499230773,-0.13658625902808258,34.0
rf,shap,789,50,442,zero,0.08777500094136062,-0.10545043023969403,5.0
rf,shap,789,50,442,mean,0.08777500094136056,0.09107872845787404,5.0
rf,shap,789,50,442,marginal,0.18055574353526882,0.6553858424705682,5.0
rf,shap,789,50,442,grouped_mean,0.06527283038750384,0.18444893773516585,17.0
rf,shap,789,50,443,zero,0.3486208520794102,0.45257449473172173,5.0
rf,shap,789,50,443,mean,0.34862085207941035,0.45257449473172207,5.0
rf,shap,789,50,443,marginal,0.4508208193154508,0.7239998379325671,5.0
rf,shap,789,50,443,grouped_mean,0.5683571753123166,-0.11117081661130865,58.0
rf,shap,789,50,452,zero,0.5270187449375989,0.5254053816816694,5.0
rf,shap,789,50,452,mean,0.5270187449375989,0.5227767804690464,5.0
rf,shap,789,50,452,marginal,0.47642677177343934,0.7035244059102298,5.0
rf,shap,789,50,452,grouped_mean,0.5270187449375988,0.15540203104937508,41.0
rf,shap,789,50,455,zero,0.1443041335388234,0.1062799421552017,5.0
rf,shap,789,50,455,mean,0.1443041335388234,-0.15689004764012693,5.0
rf,shap,789,50,455,marginal,0.23823342931226746,-0.1544511509822172,5.0
rf,shap,789,50,455,grouped_mean,0.08646688751109216,-0.303883884009719,34.0
rf,shap,789,50,478,zero,0.5776439874994099,0.5453725235432227,5.0
rf,shap,789,50,478,mean,0.57764398749941,0.5453725235432242,5.0
rf,shap,789,50,478,marginal,0.49230839853469854,0.10494077440572536,5.0
rf,shap,789,50,478,grouped_mean,0.6077857277751615,-0.015585060955963237,57.0
rf,shap,789,50,547,zero,0.7585039952636368,0.7400526959545095,5.0
rf,shap,789,50,547,mean,0.758503995263637,0.7400526959545097,5.0
rf,shap,789,50,547,marginal,0.4733543388703363,0.15544620266058498,5.0
rf,shap,789,50,547,grouped_mean,0.7585039952636368,0.07897130677802065,56.0
rf,shap,789,50,555,zero,0.0177693232886499,-0.2668387426838469,5.0
rf,shap,789,50,555,mean,0.017769323288649906,-0.36952170392675954,5.0
rf,shap,789,50,555,marginal,0.03846129244369514,-0.317605788421863,5.0
rf,shap,789,50,555,grouped_mean,0.17706680237798347,0.3902040249252612,33.0
rf,shap,789,50,655,zero,0.11577445054882926,0.28439327979226026,5.0
rf,shap,789,50,655,mean,0.11577445054882922,0.17132247456379668,5.0
rf,shap,789,50,655,marginal,0.24735422314506295,0.9288910024236755,5.0
rf,shap,789,50,655,grouped_mean,0.04693368566276729,0.5534889691723429,40.0
rf,shap,789,50,831,zero,0.4570296942332227,0.5763920678218477,5.0
rf,shap,789,50,831,mean,0.4570296942332227,0.5427709494798033,5.0
rf,shap,789,50,831,marginal,0.3114546471869799,0.2863667709235787,5.0
rf,shap,789,50,831,grouped_mean,0.4685415179017015,-0.1664438383776845,34.0
rf,shap,789,50,846,zero,0.7017798167282082,0.9819037302336674,5.0
rf,shap,789,50,846,mean,0.7017798167282081,0.9819037302336673,5.0
rf,shap,789,50,846,marginal,0.5408967557219923,0.9844300252032494,5.0
rf,shap,789,50,846,grouped_mean,0.6671584603022891,0.9799915931984933,17.0
rf,shap,789,50,858,zero,0.33706588452469444,0.7332746788937218,5.0
rf,shap,789,50,858,mean,0.3370658845246945,0.7332746788937218,5.0
rf,shap,789,50,858,marginal,0.28054522836475976,0.5605983593644904,5.0
rf,shap,789,50,858,grouped_mean,0.5158345692366794,0.23679902029549002,35.0
rf,shap,789,50,882,zero,0.5977195116898986,0.6529611153577484,5.0
rf,shap,789,50,882,mean,0.5977195116898987,0.685507698764835,5.0
rf,shap,789,50,882,marginal,0.43083275506616253,0.8966741580578561,5.0
rf,shap,789,50,882,grouped_mean,0.5977195116898986,-0.17438163421040365,33.0
rf,shap,789,50,893,zero,0.4732628305287449,0.43502006964100837,5.0
rf,shap,789,50,893,mean,0.47326283052874507,0.4421356185807338,5.0
rf,shap,789,50,893,marginal,0.18163799805869338,0.35100365828851576,5.0
rf,shap,789,50,893,grouped_mean,0.47326283052874507,0.06430304633733308,41.0
rf,shap,789,50,1015,zero,0.5305538710711399,0.4217601495878464,5.0
rf,shap,789,50,1015,mean,0.5284496962094893,0.5211327414536027,5.0
rf,shap,789,50,1015,marginal,0.2543863107894215,0.642105153708976,5.0
rf,shap,789,50,1015,grouped_mean,0.5284496962094896,-0.2685735190654111,41.0
rf,shap,789,50,1029,zero,0.46514289179342494,0.4786296204314857,5.0
rf,shap,789,50,1029,mean,0.4651428917934249,0.4786296204314851,5.0
rf,shap,789,50,1029,marginal,0.04742710994547128,0.2857294170254626,5.0
rf,shap,789,50,1029,grouped_mean,0.4505342884048411,-0.14335762141373165,57.0
rf,shap,789,50,1130,zero,0.4548734362995155,0.5102210864213464,5.0
rf,shap,789,50,1130,mean,0.45487343629951543,0.5208190310338484,5.0
rf,shap,789,50,1130,marginal,0.23908015847081834,0.40938131270105566,5.0
rf,shap,789,50,1130,grouped_mean,0.4548734362995155,-0.06460453787941137,41.0
rf,shap,789,50,1190,zero,0.6144326169660502,0.22341847429062908,5.0
rf,shap,789,50,1190,mean,0.6144326169660503,0.37757998975407625,5.0
rf,shap,789,50,1190,marginal,0.6507165116187271,0.5866733987139772,5.0
rf,shap,789,50,1190,grouped_mean,0.6144326169660504,-0.34712764827047204,41.0
rf,shap,789,50,1195,zero,0.49766706995817,0.48682071043809255,5.0
rf,shap,789,50,1195,mean,0.4976670699581699,0.4933937151394272,5.0
rf,shap,789,50,1195,marginal,0.5506958529710805,0.6851199725673278,5.0
rf,shap,789,50,1195,grouped_mean,0.49766706995817,0.4087641901964445,57.0
rf,shap,789,50,1249,zero,0.1757871542247564,0.8874663509573673,5.0
rf,shap,789,50,1249,mean,0.1757871542247563,0.8874663509573673,5.0
rf,shap,789,50,1249,marginal,0.18608048243981987,0.8445003307049577,5.0
rf,shap,789,50,1249,grouped_mean,0.029900475874473503,0.48922641010914225,57.0
rf,shap,789,50,1253,zero,0.6391904193391144,0.6090819567170599,5.0
rf,shap,789,50,1253,mean,0.6391904193391148,0.6090819567170617,5.0
rf,shap,789,50,1253,marginal,0.6550982818314307,0.6300428072126164,5.0
rf,shap,789,50,1253,grouped_mean,0.6391904193391146,0.12983304963806036,33.0
rf,shap,789,50,1289,zero,0.43566747064661293,0.7137884054943688,5.0
rf,shap,789,50,1289,mean,0.43566747064661293,0.8248084254506112,5.0
rf,shap,789,50,1289,marginal,0.2807925269838964,0.5239891671196604,5.0
rf,shap,789,50,1289,grouped_mean,0.37727746165761966,0.25600137972646336,58.0
rf,shap,789,50,1291,zero,0.09939862995127818,0.3538655141356274,5.0
rf,shap,789,50,1291,mean,0.0993986299512782,0.3538655141356275,5.0
rf,shap,789,50,1291,marginal,0.14706497324094012,0.7929738912746148,5.0
rf,shap,789,50,1291,grouped_mean,0.15045287904721433,0.040058614891058664,57.0
rf,shap,789,50,1307,zero,0.6516463434019375,0.42203829058240705,5.0
rf,shap,789,50,1307,mean,0.6516463434019373,0.42203829058240727,5.0
rf,shap,789,50,1307,marginal,0.32043773924964725,-0.04905265354273946,5.0
rf,shap,789,50,1307,grouped_mean,0.7214803724007224,-0.1530563449449602,57.0
rf,shap,789,50,1356,zero,0.37538682827614095,0.46874435451909513,5.0
rf,shap,789,50,1356,mean,0.37538682827614106,0.4687443545190943,5.0
rf,shap,789,50,1356,marginal,0.43492208366175716,0.3730688993981928,5.0
rf,shap,789,50,1356,grouped_mean,0.5567997264097262,0.09739875515984436,42.0
rf,shap,789,50,1365,zero,0.4006826563159185,0.8693689851254185,5.0
rf,shap,789,50,1365,mean,0.4006826563159185,0.7490367637741069,5.0
rf,shap,789,50,1365,marginal,0.16278887856353905,0.8332977977859053,5.0
rf,shap,789,50,1365,grouped_mean,0.2696253823379634,0.8397010347188245,57.0
rf,shap,789,50,1371,zero,0.5414546024171154,0.7068164186852856,5.0
rf,shap,789,50,1371,mean,0.5575211469606136,0.7103978570677831,5.0
rf,shap,789,50,1371,marginal,0.40287089839186013,0.40933618081045475,5.0
rf,shap,789,50,1371,grouped_mean,0.5961531772868724,0.1961651971147143,34.0
rf,shap,999,50,40,zero,0.11448801814670619,0.6957084240038354,5.0
rf,shap,999,50,40,mean,0.11448801814670616,0.6957084240038354,5.0
rf,shap,999,50,40,marginal,0.2559222406073552,0.4971320448292435,5.0
rf,shap,999,50,40,grouped_mean,0.11873970904314869,0.6134774000960254,17.0
rf,shap,999,50,87,zero,0.5510259574264015,0.6232869450169618,5.0
rf,shap,999,50,87,mean,0.5289533172866909,0.6561691424648166,5.0
rf,shap,999,50,87,marginal,0.4657595385035487,0.7364592537335781,5.0
rf,shap,999,50,87,grouped_mean,0.5233193792800173,0.4595445646252334,34.0
rf,shap,999,50,220,zero,0.23978198108953272,0.7967227351261946,5.0
rf,shap,999,50,220,mean,0.23978198108953283,0.7967227351261942,5.0
rf,shap,999,50,220,marginal,0.28285515899225017,0.8326851550094037,5.0
rf,shap,999,50,220,grouped_mean,0.2397819810895329,0.5041016545890861,41.0
rf,shap,999,50,320,zero,0.029989329299394206,-0.2897750192930175,5.0
rf,shap,999,50,320,mean,0.029989329299394192,-0.28977501929301774,5.0
rf,shap,999,50,320,marginal,0.09803048613609984,-0.23371974262869824,5.0
rf,shap,999,50,320,grouped_mean,0.09279253788389506,0.3027030110209324,58.0
rf,shap,999,50,510,zero,0.4651812647648811,0.8405217902435373,5.0
rf,shap,999,50,510,mean,0.4651812647648811,0.8437693437827474,5.0
rf,shap,999,50,510,marginal,0.25502510004628287,0.857125462857189,5.0
rf,shap,999,50,510,grouped_mean,0.46518126476488125,0.778445403465459,41.0
rf,shap,999,50,552,zero,0.2499316583124626,0.6683421516396868,5.0
rf,shap,999,50,552,mean,0.2499316583124625,0.7071587426714677,5.0
rf,shap,999,50,552,marginal,0.21390863329098186,0.7428156801488388,5.0
rf,shap,999,50,552,grouped_mean,0.4889243960314909,-0.028102447583517404,58.0
rf,shap,999,50,582,zero,0.04531569666657975,-0.35591233991481286,5.0
rf,shap,999,50,582,mean,0.04531569666657974,-0.35591233991481197,5.0
rf,shap,999,50,582,marginal,0.3710707043502837,0.5914147336025357,5.0
rf,shap,999,50,582,grouped_mean,0.04828725736042512,0.48509011298358246,33.0
rf,shap,999,50,598,zero,0.522255037743147,0.6159181316208181,5.0
rf,shap,999,50,598,mean,0.5222550377431472,0.6159181316208173,5.0
rf,shap,999,50,598,marginal,0.48625093577288503,0.9165264155071481,5.0
rf,shap,999,50,598,grouped_mean,0.7258842886881802,-0.0018778130356570388,57.0
rf,shap,999,50,601,zero,0.43872998964548726,0.7524825252178396,5.0
rf,shap,999,50,601,mean,0.43872998964548726,0.7524825252178395,5.0
rf,shap,999,50,601,marginal,0.2556466344219248,0.7938163900032861,5.0
rf,shap,999,50,601,grouped_mean,0.39000740476059337,0.6505066490200896,34.0
rf,shap,999,50,607,zero,0.5598075643414239,0.8370424937303975,5.0
rf,shap,999,50,607,mean,0.5598075643414242,0.8370424937303983,5.0
rf,shap,999,50,607,marginal,0.3972602556908784,0.5741153517398104,5.0
rf,shap,999,50,607,grouped_mean,0.6110630924377622,0.6016154373270209,57.0
rf,shap,999,50,609,zero,0.21772888980777896,0.6541709935926232,5.0
rf,shap,999,50,609,mean,0.21772888980777882,0.6573547868832754,5.0
rf,shap,999,50,609,marginal,0.0403516780925374,0.5707579218873037,5.0
rf,shap,999,50,609,grouped_mean,0.21024808158874247,0.7413609713046264,56.0
rf,shap,999,50,661,zero,0.5368102246585779,0.80928052242759,5.0
rf,shap,999,50,661,mean,0.5368102246585778,0.8092805224275901,5.0
rf,shap,999,50,661,marginal,0.3609594152851112,-0.10198557289479661,5.0
rf,shap,999,50,661,grouped_mean,0.5703966424389144,0.20386590522183623,34.0
rf,shap,999,50,676,zero,0.42961732275172954,0.2545875367803403,5.0
rf,shap,999,50,676,mean,0.42961732275172954,0.2545875367803413,5.0
rf,shap,999,50,676,marginal,0.4363242441084651,0.6783685402867381,5.0
rf,shap,999,50,676,grouped_mean,0.42961732275172937,0.20597853273760014,18.0
rf,shap,999,50,837,zero,0.004872513623489838,-0.391929743201052,5.0
rf,shap,999,50,837,mean,0.004872513623489894,-0.26627619843466727,5.0
rf,shap,999,50,837,marginal,0.16737393131855127,0.6615814454557192,5.0
rf,shap,999,50,837,grouped_mean,0.06542134592665932,0.0759679108245902,17.0
rf,shap,999,50,1030,zero,0.5918515051716543,0.5415561261065072,5.0
rf,shap,999,50,1030,mean,0.5918515051716542,0.6428688404399489,5.0
rf,shap,999,50,1030,marginal,0.30787784700076026,0.6588240957359551,5.0
rf,shap,999,50,1030,grouped_mean,0.5414588982582094,0.155792369203869,57.0
rf,shap,999,50,1067,zero,0.47026760642795484,0.9414144604737383,5.0
rf,shap,999,50,1067,mean,0.4491799883820618,0.927991202069457,5.0
rf,shap,999,50,1067,marginal,0.20079919333201537,0.863780990756342,5.0
rf,shap,999,50,1067,grouped_mean,0.43095641671328366,0.8152582203505924,34.0
rf,shap,999,50,1182,zero,0.12014262027849179,0.6679550640344405,5.0
rf,shap,999,50,1182,mean,0.12014262027849179,0.6679550640344406,5.0
rf,shap,999,50,1182,marginal,0.22472151985497776,0.7808935668298407,5.0
rf,shap,999,50,1182,grouped_mean,0.23916588340165792,0.37460301592296463,34.0
rf,shap,999,50,1183,zero,0.5188144692424703,0.9053344516216855,5.0
rf,shap,999,50,1183,mean,0.5188144692424704,0.8918062258772912,5.0
rf,shap,999,50,1183,marginal,0.4005894881185641,0.4609332798128611,5.0
rf,shap,999,50,1183,grouped_mean,0.47951732966979127,0.3793582953257976,57.0
rf,shap,999,50,1266,zero,0.47903400988514444,0.8079081115888732,5.0
rf,shap,999,50,1266,mean,0.4790340098851444,0.8078164842865386,5.0
rf,shap,999,50,1266,marginal,0.29392490116599895,0.4675231046233233,5.0
rf,shap,999,50,1266,grouped_mean,0.40863905227156755,0.825061594587208,56.0
