model,method,seed,n,instance_id,masking_scheme,topk_gap,top_feature_corr,n_features_masked_topk
rf,shap,123,50,1462,zero,0.4135199810315455,0.4827248644692938,5.0
rf,shap,123,50,1462,mean,0.41351998103154564,0.518425018848785,5.0
rf,shap,123,50,1462,marginal,0.22358247314940763,0.27839261535882226,5.0
rf,shap,123,50,1462,grouped_mean,0.4135199810315455,-0.03641331780677673,41.0
rf,shap,123,50,1468,zero,0.44973191917524047,0.5815945178041526,5.0
rf,shap,123,50,1468,mean,0.44973191917524125,0.5815945178041547,5.0
rf,shap,123,50,1468,marginal,0.33749882757425587,0.5178286212436177,5.0
rf,shap,123,50,1468,grouped_mean,0.6259332087680145,0.11901157990308052,57.0
rf,shap,123,50,1597,zero,0.3182495178863793,0.19228333923797397,5.0
rf,shap,123,50,1597,mean,0.31824951788637945,0.176105636126026,5.0
rf,shap,123,50,1597,marginal,0.15872114313477725,0.6223063184683659,5.0
rf,shap,123,50,1597,grouped_mean,0.5372983458512384,-0.34117754312505466,41.0
rf,shap,123,50,1711,zero,0.4689131314759594,0.27212691089784674,5.0
rf,shap,123,50,1711,mean,0.46891313147595975,0.27212691089784863,5.0
rf,shap,123,50,1711,marginal,0.27358518108045643,0.06469497463517102,5.0
rf,shap,123,50,1711,grouped_mean,0.6949733503104156,-0.13370648348418124,58.0
rf,shap,123,50,1769,zero,0.09968459930540507,-0.057167155620289234,5.0
rf,shap,123,50,1769,mean,0.09968459930540505,-0.05716715562028911,5.0
rf,shap,123,50,1769,marginal,0.23984337407025716,0.7895677205722854,5.0
rf,shap,123,50,1769,grouped_mean,0.12894135517235455,0.24648501506968912,17.0
rf,shap,123,50,1896,zero,0.4856231109766249,0.3097613907662925,5.0
rf,shap,123,50,1896,mean,0.4856231109766248,0.30877783296664246,5.0
rf,shap,123,50,1896,marginal,0.5100225987992217,0.28301956199810796,5.0
rf,shap,123,50,1896,grouped_mean,0.48497780880506913,-0.03382860693615168,41.0
rf,shap,123,50,1919,zero,0.2366306448790027,0.20294925654671164,5.0
rf,shap,123,50,1919,mean,0.2366306448790027,0.20276062264327355,5.0
rf,shap,123,50,1919,marginal,0.31146011951270053,0.027232552100308532,5.0
rf,shap,123,50,1919,grouped_mean,0.41250133877401063,-0.136370347109749,57.0
rf,shap,123,50,2070,zero,0.45724268542455415,0.38409327836702245,5.0
rf,shap,123,50,2070,mean,0.45724268542455426,0.38409327836702156,5.0
rf,shap,123,50,2070,marginal,0.31340012595484246,0.6178918664543473,5.0
rf,shap,123,50,2070,grouped_mean,0.43338089168608007,0.08832464798117329,34.0
rf,shap,123,50,2080,zero,0.47604348395013835,0.39793482196052343,5.0
rf,shap,123,50,2080,mean,0.4760434839501382,0.3979348219605214,5.0
