instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_cf_sensitivity,metric_stability
3,FP,False,508.14066699240357,0.018518518518518517,0.14335985318035444,0.1498400866985321,0.0,0.48148997619725536
7,FP,False,520.7377079932485,0.018518518518518517,-0.021611733846992057,0.0,0.0,0.3572173213960433
29,FN,False,514.6526669850573,0.018518518518518517,0.5705839483238669,0.0042034597136080265,0.0,0.9842312864100792
57,FP,False,476.6087919997517,0.009259259259259259,0.11657674934258153,0.0742567777633667,0.0,0.8488971058258264
69,TP,True,484.7600419889204,0.009259259259259259,0.8109931127887524,0.6126695275306702,0.0,0.30088666066562286
96,TP,True,505.1813339814544,0.009259259259259259,0.8117215329835265,0.5076789855957031,0.0,0.40664260979569733
101,FN,False,505.4347080003936,0.018518518518518517,-0.022919468668860493,0.0,0.0,0.6366204808559528
136,TP,True,494.6055840118788,0.018518518518518517,0.7648927356953144,0.5396728515625,0.0,0.35010732162446373
140,FP,False,697.6792080095038,0.018518518518518517,0.6271562330710229,0.39863747358322144,0.0,0.1381340641526117
166,FP,False,516.1613340023905,0.009259259259259259,0.5740907499057774,0.5239880084991455,0.0,0.2644104126848961
176,FP,False,487.1044999745209,0.009259259259259259,-0.01641067554730996,0.0,0.0,0.5194364403874036
200,FP,False,547.3030410066713,0.018518518518518517,0.0030054367151213664,0.015058726072311401,0.0,0.8624570731507156
214,FN,False,523.974542011274,0.018518518518518517,-0.02988144963126188,0.0,0.0,0.7190272540768191
218,TP,True,466.11233401927166,0.018518518518518517,0.9985274799889549,0.6033450365066528,0.0,0.8548817086444825
233,FN,False,511.4830000093207,0.009259259259259259,0.06106344921046509,0.0319439172744751,0.0,0.32142513080929547
248,TP,True,484.1020419844426,0.018518518518518517,0.4837889235122275,0.005877375602722168,0.0,0.1548066794036362
256,TN,True,492.2912079782691,0.009259259259259259,0.5815854116482414,0.010095447301864624,0.0,0.9974896918444254
263,TP,True,515.8520410186611,0.009259259259259259,0.7994625476460913,0.4597541391849518,0.0,0.28650236793356987
266,TP,True,488.9093329838943,0.018518518518518517,0.25585653425684773,0.18020892143249512,0.0,0.43543600520636105
288,TN,True,543.6696659890004,0.018518518518518517,0.45581736578212917,0.004209221340715885,0.0,0.9789860189950171
302,FN,False,549.2695409920998,0.018518518518518517,0.5456423915165508,0.11160856485366821,0.0,0.655707249443266
304,TN,True,500.9451250080019,0.018518518518518517,0.5247669038189053,0.2606111764907837,0.0,0.5257281681205589
312,TP,True,467.3264580196701,0.018518518518518517,0.9486844254670488,0.5179725289344788,0.0,0.8157503452333916
330,TP,True,518.3611249958631,0.046296296296296294,0.6933702366588432,0.7497141361236572,0.0,0.7601529698969854
340,TP,True,471.5814160008449,0.018518518518518517,0.6588535299633974,0.31523650884628296,0.0,0.10352490723689523
349,FN,False,495.519707998028,0.009259259259259259,0.5493353913773165,0.2115173488855362,0.0,0.9629583058627794
362,FN,False,525.9652500099037,0.018518518518518517,0.5999491748351743,0.19235795736312866,0.0,0.6813313917026685
380,FP,False,492.61279197526164,0.009259259259259259,0.7813796584409053,0.42957350611686707,0.0,0.5112231851367989
405,TN,True,516.9698329991661,0.009259259259259259,0.46805657780758064,0.017346538603305817,0.0,0.8560350873779131
408,TP,True,496.44445802550763,0.009259259259259259,0.02497375255848181,0.029896259307861328,0.0,0.21842990159922757
417,TN,True,496.17387499893084,0.009259259259259259,0.47894689321832473,0.004471082240343094,0.0,0.9811141358006569
443,TP,True,466.50004098773934,0.018518518518518517,0.22877533875624703,0.2352961003780365,0.0,0.6171162416630297
450,FP,False,482.1300829935353,0.009259259259259259,-0.017135526106642686,0.0,0.0,0.39836975448039974
460,FP,False,556.9359170040116,0.018518518518518517,0.13306180438218979,0.17560133337974548,0.0,0.3603243749463404
470,FN,False,508.27887500054203,0.018518518518518517,0.25497315437618884,0.1885697841644287,0.0,0.447985808384012
474,TP,True,482.5516249984503,0.018518518518518517,0.48954141638114335,0.3584708571434021,0.0,0.7355126728091513
482,FN,False,518.9395830093417,0.018518518518518517,0.4721377353175276,0.2630177140235901,0.0,0.9934049497497184
490,FP,False,525.070958014112,0.018518518518518517,0.6091645840288104,0.5024553537368774,0.0,0.22496263320776996
