seed,cost,sparsity,fidelity,faithfulness_gap,domain_precision,domain_recall,stability
42,38.16017901757732,0.09240740740740744,0.30087001193615115,0.29965833333333336,0.8459999999999998,0.37,0.34154958655394324
43,38.12703000148758,0.0913888888888889,0.2850131289306674,0.3170083333333334,0.8299999999999998,0.35166666666666674,0.3377623053113053
44,38.527177991345525,0.09259259259259262,0.28212435143126763,0.32134999999999997,0.8319999999999999,0.35166666666666674,0.36085424535814625
45,37.77136201271787,0.09138888888888891,0.3056502493153705,0.32754,0.8439999999999999,0.36833333333333335,0.34627261132127357
46,39.283231005538255,0.09222222222222225,0.31173153800292697,0.3307333333333333,0.8219999999999998,0.3450000000000001,0.35157576479837166
47,40.34360898658633,0.09250000000000004,0.26552231387629044,0.32945,0.818,0.3433333333333334,0.3258403673983954
48,38.510386005509645,0.09250000000000004,0.25717641067446534,0.32565000000000005,0.848,0.3666666666666667,0.33956491528949106
49,38.11824600910768,0.09250000000000004,0.2770171261399063,0.3158999999999999,0.836,0.355,0.2962685878385723
51,37.85880499519408,0.09250000000000004,0.2898211149666904,0.3383,0.818,0.3433333333333334,0.3337466202884387
