experiment,explainer,runs,fidelity_mean,fidelity_std,stability_mean,stability_std,sparsity_mean,sparsity_std,faithfulness_gap_mean,faithfulness_gap_std,cost_mean,cost_std,duration_s_mean,duration_s_std
exp1,lime,2,0.3079,0.2004,0.10355,0.01745,0.0926,0.0,0.2499707448949572,0.07277074489495718,31.025199999999998,11.8356,72.598498,29.825024000000003
exp1,shap,2,0.46255,0.11624999999999999,0.6990000000000001,0.2474,0.34295,0.11435,0.24583197311563385,0.009442578755482406,0.1047,0.08600000000000001,4.948259,4.406179
exp2,anchors,57,0.38799022216727624,0.09752553636537657,0.05209658149860999,0.12116108414024787,0.08430021135615544,0.058573911723120035,0.23567256171324766,0.040806609936597266,38094.15692963974,62156.07856419969,17212.022822385963,27260.824559718567
exp2,dice,68,0.17156939522432887,0.10233560948525401,0.36607816628757717,0.14745661553329456,0.016639874963414857,0.002496789421956012,0.09588250579034199,0.04821110820396319,2056.2948827642276,2947.541162448094,12059.722406500001,19815.007643680576
exp2,lime,75,0.5601929678586287,0.06654310075579922,0.014404926494075277,0.012700574278890332,0.08464706951199213,0.0013080594786511216,0.3342173899081752,0.02865814521686675,226.458337715695,661.2388851121414,1444.4132957333334,3310.7042294288512
exp2,shap,75,0.808083098828618,0.09173404170531514,0.7320296911218906,0.24191897745805088,0.22641877843158448,0.16757244522204484,0.37955967512529754,0.031845089028886116,11034.69240883653,22361.308003878137,77322.20631032,166262.53347451822
exp3,anchors,12,0.31861626921902264,0.10241223633838357,0.533301590251491,0.15614850357308308,0.08004792635713544,0.02025425904011063,0.12920930112280712,0.05343949968982835,2744.379131462376,1178.2486128016453,4684.47646675,2574.6337932847405
exp3,shap,12,0.7023750401846368,0.07507820701071026,0.8732323751628891,0.1577882306862861,0.7563812552006837,0.2525286416807801,0.24947614280121,0.08449760395493768,1003.1325885931036,1.7004260503920932,212.81539808333332,78.08001510796677
