experiment,dataset,model,explainer,seed,n,source,path,fidelity,stability,sparsity,faithfulness_gap,cost,duration_s
exp2,adult,rf,dice,789,200,raw,experiments/exp2_scaled/results/rf_dice/seed_789/n_200/results.json,0.11471973100149696,0.42138906578948393,0.02072916666666666,0.054230633734923345,2746.9065858250997,10550.076223
exp2,adult,rf,dice,999,50,raw,experiments/exp2_scaled/results/rf_dice/seed_999/n_50/results.json,0.1281533973750338,0.38255503364029536,0.017546296296296296,0.11675,1375.9555008480675,2961.884776
exp2,adult,rf,dice,999,100,raw,experiments/exp2_scaled/results/rf_dice/seed_999/n_100/results.json,0.13757305960903893,0.3705903343704227,0.01770833333333333,0.11645499999999999,596.2570245750425,8215.898766
exp2,adult,rf,dice,999,200,raw,experiments/exp2_scaled/results/rf_dice/seed_999/n_200/results.json,0.13990400511291937,0.4239391594024115,0.020277777777777777,0.06378589063361814,3124.1512048938416,12394.611436
exp2,adult,rf,lime,42,50,raw,experiments/exp2_scaled/results/rf_lime/seed_42/n_50/results.json,0.4477508132780521,0.007033884557877755,0.08231481481481481,0.309535,20.363260825179168,74.368483
exp2,adult,rf,lime,42,100,raw,experiments/exp2_scaled/results/rf_lime/seed_42/n_100/results.json,0.4392226502213246,0.006936687425919907,0.08263888888888889,0.3128133333333334,18.578858442615456,137.354272
exp2,adult,rf,lime,42,200,raw,experiments/exp2_scaled/results/rf_lime/seed_42/n_200/results.json,0.44290017191164,0.006879308402417076,0.08320601851851851,0.3117620833333333,16.273713370974292,239.793953
exp2,adult,rf,lime,123,50,raw,experiments/exp2_scaled/results/rf_lime/seed_123/n_50/results.json,0.454610758995531,0.006884767159445644,0.0850462962962963,0.3511416666666667,17.500252710087807,65.571882
exp2,adult,rf,lime,123,100,raw,experiments/exp2_scaled/results/rf_lime/seed_123/n_100/results.json,0.4660867916571867,0.0072120286949049865,0.08541666666666665,0.34399250000000003,55.555503756622784,363.403168
exp2,adult,rf,lime,123,200,raw,experiments/exp2_scaled/results/rf_lime/seed_123/n_200/results.json,0.45394792761475017,0.006503903663354587,0.08465792181069957,0.33298376322751316,18.75935141253851,245.451898
exp2,adult,rf,lime,456,50,raw,experiments/exp2_scaled/results/rf_lime/seed_456/n_50/results.json,0.46008540479271515,0.007322283347829231,0.08453703703703702,0.35278499999999996,17.979517275089165,65.971535
exp2,adult,rf,lime,456,100,raw,experiments/exp2_scaled/results/rf_lime/seed_456/n_100/results.json,0.46648945024554633,0.006351795274857809,0.08444444444444443,0.3527675,18.386070405049395,134.256914
exp2,adult,rf,lime,456,200,raw,experiments/exp2_scaled/results/rf_lime/seed_456/n_200/results.json,0.455848578543592,0.007322983272431158,0.08501316991883028,0.3349158200290276,53.58740258500648,632.967329
exp2,adult,rf,lime,789,50,raw,experiments/exp2_scaled/results/rf_lime/seed_789/n_50/results.json,0.4424749496965383,0.0407713295076436,0.08324074074074073,0.32762250000000004,16.818913500464987,60.772217
exp2,adult,rf,lime,789,100,raw,experiments/exp2_scaled/results/rf_lime/seed_789/n_100/results.json,0.46335823847349317,0.03875120573653916,0.08506944444444443,0.3328091666666667,16.261182486632606,119.873207
exp2,adult,rf,lime,789,200,raw,experiments/exp2_scaled/results/rf_lime/seed_789/n_200/results.json,0.46105224473304945,0.04126039301898584,0.08493589743589743,0.32792578895463503,16.707076116677886,206.933061
exp2,adult,rf,lime,999,50,raw,experiments/exp2_scaled/results/rf_lime/seed_999/n_50/results.json,0.47254287306936676,0.029292288668495113,0.0835185185185185,0.34948166666666663,20.145505859982222,75.140484
exp2,adult,rf,lime,999,100,raw,experiments/exp2_scaled/results/rf_lime/seed_999/n_100/results.json,0.4680126586511305,0.028635781693965544,0.08391203703703702,0.3413416666666667,44.68679291909211,297.066154
exp2,adult,rf,lime,999,200,raw,experiments/exp2_scaled/results/rf_lime/seed_999/n_200/results.json,0.4618740174168826,0.02983917241382631,0.08411998349324253,0.33078667595171773,18.179872612805426,240.190204
exp2,adult,rf,shap,42,50,raw,experiments/exp2_scaled/results/rf_shap/seed_42/n_50/results.json,0.7342148566667325,0.9563293230658904,0.45087962962962963,0.38125,130.62353875499954,106.637175
exp2,adult,rf,shap,42,100,raw,experiments/exp2_scaled/results/rf_shap/seed_42/n_100/results.json,0.723228767903906,0.9535715952442659,0.4515046296296296,0.386125,76.18768976237334,494.136143
exp2,adult,rf,shap,42,200,raw,experiments/exp2_scaled/results/rf_shap/seed_42/n_200/results.json,0.7283952726920859,0.9525786808458137,0.45129629629629625,0.38142187499999997,65.56110147284926,857.668229
exp2,adult,rf,shap,123,50,raw,experiments/exp2_scaled/results/rf_shap/seed_123/n_50/results.json,0.7322965063197024,0.932484854503234,0.5210185185185184,0.39116666666666666,444.26994060515426,1413.064183
exp2,adult,rf,shap,123,100,raw,experiments/exp2_scaled/results/rf_shap/seed_123/n_100/results.json,0.7361043555704014,0.937312175300962,0.5213194444444444,0.392225,412.60282684190315,2667.369214
exp2,adult,rf,shap,123,200,raw,experiments/exp2_scaled/results/rf_shap/seed_123/n_200/results.json,0.7159509982330133,0.9381344204619191,0.5205375514403292,0.3771944113756614,857.644625929172,1432.589903
exp2,adult,rf,shap,456,50,raw,experiments/exp2_scaled/results/rf_shap/seed_456/n_50/results.json,0.7371197647190136,0.9514222502104437,0.48203703703703704,0.4045683333333333,76.93325644024299,252.48245
exp2,adult,rf,shap,456,100,raw,experiments/exp2_scaled/results/rf_shap/seed_456/n_100/results.json,0.7377687089702316,0.9506124946155978,0.48483796296296305,0.40180916666666666,844.228364270025,675.696072
exp2,adult,rf,shap,456,200,raw,experiments/exp2_scaled/results/rf_shap/seed_456/n_200/results.json,0.7194819908392607,0.9512923836384981,0.482879105520615,0.38512506047411715,421.54815948888637,4601.350228
exp2,adult,rf,shap,789,50,raw,experiments/exp2_scaled/results/rf_shap/seed_789/n_50/results.json,0.7353942999561899,0.9517321681030595,0.4673611111111111,0.4020375,693.6462933499934,248.832521
exp2,adult,rf,shap,789,100,raw,experiments/exp2_scaled/results/rf_shap/seed_789/n_100/results.json,0.728780372817059,0.9449435824488294,0.4675694444444444,0.39949375000000004,65.85333302282379,430.569044
exp2,adult,rf,shap,789,200,raw,experiments/exp2_scaled/results/rf_shap/seed_789/n_200/results.json,0.7210386096111998,0.9493647226807865,0.46489425816348895,0.39209689349112425,72.87894730318749,805.306317
exp2,adult,rf,shap,999,50,raw,experiments/exp2_scaled/results/rf_shap/seed_999/n_50/results.json,0.729929613886256,0.9563591938073421,0.46944444444444444,0.4084733333333333,506.5910742271808,1567.127968
exp2,adult,rf,shap,999,100,raw,experiments/exp2_scaled/results/rf_shap/seed_999/n_100/results.json,0.7314354663019995,0.9524707904441274,0.4697916666666667,0.40254166666666663,70.25407686742255,465.022634
exp2,adult,rf,shap,999,200,raw,experiments/exp2_scaled/results/rf_shap/seed_999/n_200/results.json,0.7188928395894968,0.952611799315541,0.46879191168884754,0.38320566388115135,89.3537589333409,1144.087529
exp2,adult,svm,anchors,42,50,raw,experiments/exp2_scaled/results/svm_anchors/seed_42/n_50/results.json,0.5157527227214526,0.0013562676782328713,0.045462962962962955,0.2924000480040567,265858.40962376,7277.919686
exp2,adult,svm,anchors,42,100,raw,experiments/exp2_scaled/results/svm_anchors/seed_42/n_100/results.json,0.5178050478317995,0.0008821849466995873,0.041342592592592584,0.29315471767714885,28797.46461425755,16083.754109
exp2,adult,svm,anchors,42,200,raw,experiments/exp2_scaled/results/svm_anchors/seed_42/n_200/results.json,0.5094742819625744,0.4562934805653905,0.04247685185185184,0.2885605058902524,129333.6749866201,31362.63067
exp2,adult,svm,anchors,123,50,raw,experiments/exp2_scaled/results/svm_anchors/seed_123/n_50/results.json,0.5026929981850368,0.0006566035778378482,0.045046296296296286,0.29687313996751613,28256.80239311958,7913.608672
exp2,adult,svm,anchors,123,100,raw,experiments/exp2_scaled/results/svm_anchors/seed_123/n_100/results.json,0.504704936737758,0.0003670295470700207,0.04518518518518518,0.2921470621631386,37822.12734323242,20677.362992
exp2,adult,svm,anchors,123,200,raw,experiments/exp2_scaled/results/svm_anchors/seed_123/n_200/results.json,0.5086253228230996,0.06091925455528012,0.04002272507494439,0.28619035958555034,60100.65265241152,64084.037999
exp2,adult,svm,anchors,456,50,raw,experiments/exp2_scaled/results/svm_anchors/seed_456/n_50/results.json,0.49663282846168977,0.002096756302099037,0.04273148148148147,0.29134079719430206,29955.141885399968,8279.333733
exp2,adult,svm,anchors,456,100,raw,experiments/exp2_scaled/results/svm_anchors/seed_456/n_100/results.json,0.5073548052924467,0.10781352174711537,0.04052095024317247,0.2976232247636724,58476.76299090886,3305.559685
exp2,adult,svm,anchors,456,200,raw,experiments/exp2_scaled/results/svm_anchors/seed_456/n_200/results.json,0.5075538812018385,0.0012327335497718222,0.0439699074074074,0.2944644263167483,34765.61658188768,42670.721926
exp2,adult,svm,anchors,789,50,raw,experiments/exp2_scaled/results/svm_anchors/seed_789/n_50/results.json,0.5366468230148077,0.0001364774001802114,0.04555555555555555,0.30747533879330613,35822.03486499959,8554.411834
exp2,adult,svm,anchors,789,100,raw,experiments/exp2_scaled/results/svm_anchors/seed_789/n_100/results.json,0.5296755119266274,0.00012587728088177082,0.04108796296296296,0.3034736290406533,30259.32845689837,14844.285187
exp2,adult,svm,anchors,789,200,raw,experiments/exp2_scaled/results/svm_anchors/seed_789/n_200/results.json,0.5310385196972796,0.39620303885320646,0.03905092592592592,0.29870049464990717,128176.09872121963,2212.222411
exp2,adult,svm,anchors,999,50,raw,experiments/exp2_scaled/results/svm_anchors/seed_999/n_50/results.json,0.504689330206189,7.142857142857142e-05,0.04347222222222222,0.28369576737289176,28872.60561288014,7137.228557
exp2,adult,svm,anchors,999,100,raw,experiments/exp2_scaled/results/svm_anchors/seed_999/n_100/results.json,0.5147677508190295,0.0003696835477692237,0.04217592592592592,0.2948504852805507,27938.890439895014,14320.984093
exp2,adult,svm,anchors,999,200,raw,experiments/exp2_scaled/results/svm_anchors/seed_999/n_200/results.json,0.5107905527196507,0.27820533911713025,0.041247906197654935,0.2952500024870744,99896.25142283371,13538.456677
exp2,adult,svm,dice,42,50,raw,experiments/exp2_scaled/results/svm_dice/seed_42/n_50/results.json,0.2075673637741238,0.4002102552019002,0.015370370370370373,0.06458483500438604,11712.865983913362,36818.119225
exp2,adult,svm,dice,42,100,raw,experiments/exp2_scaled/results/svm_dice/seed_42/n_100/results.json,0.20871373536718438,0.3861027174465558,0.01525462962962963,0.060914404459455486,2315.799067696753,14865.674122
exp2,adult,svm,dice,42,200,raw,experiments/exp2_scaled/results/svm_dice/seed_42/n_200/results.json,0.22001895523368836,0.3939336164206405,0.015451388888888888,0.06335487103049407,2233.917822399708,28531.007899
exp2,adult,svm,dice,123,100,raw,experiments/exp2_scaled/results/svm_dice/seed_123/n_100/results.json,0.20655959667323523,0.40093564299357964,0.015625,0.06073966480154783,2107.6064053174878,13528.470961
exp2,adult,svm,dice,123,200,raw,experiments/exp2_scaled/results/svm_dice/seed_123/n_200/results.json,0.2213358897991829,0.401925430381935,0.015567129629629629,0.06889908748074626,12264.655626190233,157762.660344
exp2,adult,svm,dice,456,50,raw,experiments/exp2_scaled/results/svm_dice/seed_456/n_50/results.json,0.22268115490224338,0.4132496037553814,0.015046296296296295,0.06473934618343317,2123.0422385432757,6685.790475
exp2,adult,svm,dice,456,200,raw,experiments/exp2_scaled/results/svm_dice/seed_456/n_200/results.json,0.20797936160220282,0.3987664674983401,0.015497685185185184,0.06621359598123237,2104.1380317687867,26796.577699
exp2,adult,svm,dice,789,50,raw,experiments/exp2_scaled/results/svm_dice/seed_789/n_50/results.json,0.23494843857780956,0.3794965935540848,0.01587962962962963,0.07038579808066847,2093.819437289494,6872.730197
exp2,adult,svm,dice,789,100,raw,experiments/exp2_scaled/results/svm_dice/seed_789/n_100/results.json,0.24989502716646717,0.39050157212693876,0.015300925925925926,0.07527248490892723,2149.8559918574756,13575.820322
exp2,adult,svm,dice,789,200,raw,experiments/exp2_scaled/results/svm_dice/seed_789/n_200/results.json,0.23325263394767887,0.394157272845079,0.01574074074074074,0.07068210427134797,2106.122792898732,26750.589079
exp2,adult,svm,dice,999,50,raw,experiments/exp2_scaled/results/svm_dice/seed_999/n_50/results.json,0.20030030417596387,0.3977575921150891,0.015787037037037037,0.057373715095822994,13066.51519936997,34321.369645
exp2,adult,svm,dice,999,100,raw,experiments/exp2_scaled/results/svm_dice/seed_999/n_100/results.json,0.0,0.0,0.0,0.009050312375372793,5.59005207309383,61.213911
exp2,adult,svm,dice,999,200,raw,experiments/exp2_scaled/results/svm_dice/seed_999/n_200/results.json,0.2114912793291208,0.38192974949752745,0.015358796296296297,0.06128088082903584,4567.788071999803,26471.84327
exp2,adult,svm,lime,42,50,raw,experiments/exp2_scaled/results/svm_lime/seed_42/n_50/results.json,0.5923942950443873,0.005099724864909429,0.08662037037037035,0.29909941540833834,800.8024455957639,2591.008528
exp2,adult,svm,lime,42,100,raw,experiments/exp2_scaled/results/svm_lime/seed_42/n_100/results.json,0.5902325408680873,0.007850119520288659,0.0862037037037037,0.29369151690031103,745.8499238762306,4823.346494
exp2,adult,svm,lime,42,200,raw,experiments/exp2_scaled/results/svm_lime/seed_42/n_200/results.json,0.5934134941668439,0.007219508999887591,0.08481481481481482,0.2960139643725238,804.5723011419614,10363.080408
exp2,adult,svm,lime,123,50,raw,experiments/exp2_scaled/results/svm_lime/seed_123/n_50/results.json,0.5919105979840638,0.007910578272737803,0.08486111111111111,0.29734873406781076,824.5848619044409,2636.648589
exp2,adult,svm,lime,123,100,raw,experiments/exp2_scaled/results/svm_lime/seed_123/n_100/results.json,0.5847311940190413,0.008219547718877122,0.08368055555555554,0.2945459505284704,740.6621370975336,4793.314934
exp2,adult,svm,lime,123,200,raw,experiments/exp2_scaled/results/svm_lime/seed_123/n_200/results.json,0.5845277126469918,0.007039683056620377,0.0835185185185185,0.2880669892708283,793.7666865424035,10246.933702
exp2,adult,svm,lime,456,50,raw,experiments/exp2_scaled/results/svm_lime/seed_456/n_50/results.json,0.5857653536682115,0.007293903152180604,0.0849537037037037,0.3040972949815787,5282.089046024485,17165.129663
exp2,adult,svm,lime,456,100,raw,experiments/exp2_scaled/results/svm_lime/seed_456/n_100/results.json,0.5856206165998343,0.008564952861155868,0.08525462962962962,0.30199396490509,782.7864831924761,5052.516829
exp2,adult,svm,lime,456,200,raw,experiments/exp2_scaled/results/svm_lime/seed_456/n_200/results.json,0.5906228334025606,0.007519340138159446,0.08393518518518517,0.30641827558952583,741.5859334797278,9582.243444
exp2,adult,svm,lime,789,50,raw,experiments/exp2_scaled/results/svm_lime/seed_789/n_50/results.json,0.5904939791475493,0.03959194411418428,0.085,0.28526217329304066,772.3805505943892,2498.323058
exp2,adult,svm,lime,789,100,raw,experiments/exp2_scaled/results/svm_lime/seed_789/n_100/results.json,0.5972421756591253,0.04018019383137229,0.0848611111111111,0.30076385473407785,859.5707907272663,5577.232522
exp2,adult,svm,lime,789,200,raw,experiments/exp2_scaled/results/svm_lime/seed_789/n_200/results.json,0.6012687588278838,0.04122690130035145,0.08496527777777776,0.3015406762800753,820.5443748801918,10570.078902
exp2,adult,svm,lime,999,50,raw,experiments/exp2_scaled/results/svm_lime/seed_999/n_50/results.json,0.600572077245035,0.03346795767646538,0.08592592592592592,0.2970965686085109,802.3727177058754,2567.101855
exp2,adult,svm,lime,999,100,raw,experiments/exp2_scaled/results/svm_lime/seed_999/n_100/results.json,0.5992909205386551,0.029244356788868192,0.0862962962962963,0.2932957574162206,746.1657210874546,4834.629112
exp2,adult,svm,lime,999,200,raw,experiments/exp2_scaled/results/svm_lime/seed_999/n_200/results.json,0.6014772377206729,0.029643725673812443,0.08538194444444443,0.30192577027088263,802.8538493587425,10688.001187
exp2,adult,svm,shap,42,50,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s42_n50,0.875307295038725,0.9287631438090032,0.09259259259259257,0.3471448750104374,54400.35113654114,182994.602403
exp2,adult,svm,shap,42,100,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s42_n100,0.8807207461222615,0.9252551285124452,0.09259259259259257,0.35062665361456374,68470.20453639445,492810.729832
exp2,adult,svm,shap,42,200,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s42_n200,0.8812437712669834,0.9231132020973786,0.09259259259259257,0.3463866478329375,25040.436156026008,347317.053539
exp2,adult,svm,shap,123,50,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s123_n50,0.8775156649172975,0.9264721029991665,0.09259259259259257,0.34312335870755506,75619.28559864784,261737.150154
exp2,adult,svm,shap,123,100,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s123_n100,0.8759548237999857,0.9205106073350288,0.09259259259259257,0.3418519394452103,70003.89915149179,481959.800863
exp2,adult,svm,shap,123,200,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s123_n200,0.8776750494487401,0.9207208363565265,0.09259259259259257,0.34209813760767277,44670.788584552014,618208.326254
exp2,adult,svm,shap,456,50,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s456_n50,0.8765290764667151,0.926257977881248,0.09259259259259257,0.35133306060135183,49951.138989468745,172852.71114
exp2,adult,svm,shap,456,100,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s456_n100,0.8792756630262001,0.9286371908736487,0.09259259259259257,0.3471257544471253,52459.725909688066,351661.256614
exp2,adult,svm,shap,456,200,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s456_n200,0.8827328260755106,0.9264143760223459,0.09259259259259257,0.3463805304932999,48250.957458719815,348450.020066
exp2,adult,svm,shap,789,50,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s789_n50,0.893927007742423,0.9210673955126292,0.09259259259259257,0.3460612171801359,68086.0899267334,236549.825238
exp2,adult,svm,shap,789,100,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s789_n100,0.8916680417480127,0.9213009189536365,0.09259259259259257,0.35051909395540404,66628.44532459363,459804.202567
exp2,adult,svm,shap,789,200,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s789_n200,0.8874659701117019,0.9225396482247787,0.09259259259259257,0.3514660296695936,44993.26546287624,617114.243859
exp2,adult,svm,shap,999,50,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s999_n50,0.8831068004011007,0.9313523566266181,0.09259259259259257,0.3363209471450784,54917.152182865066,185768.053044
exp2,adult,svm,shap,999,100,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s999_n100,0.8803656879937125,0.9243987948197783,0.09259259259259257,0.33340169524599444,45250.55380357779,312582.888764
exp2,adult,svm,shap,999,200,recovery_overlay,outputs/batch_results.csv::rec_p1_exp2_svm_shap_s999_n200,0.8857686428083152,0.9253699148184988,0.09259259259259257,0.34263212474208316,44714.7366992513,620935.383038
exp2,adult,xgb,anchors,42,50,raw,experiments/exp2_scaled/results/xgb_anchors/seed_42/n_50/results.json,0.3043581442428179,0.0007457598085231413,0.06203703703703703,0.22829901651304682,3872.198461241205,1925.63087
exp2,adult,xgb,anchors,42,100,raw,experiments/exp2_scaled/results/xgb_anchors/seed_42/n_100/results.json,0.32516879297982143,0.0010267827079560215,0.05585648148148147,0.2270535430154996,2722.023888185213,1680.169473
exp2,adult,xgb,anchors,123,100,raw,experiments/exp2_scaled/results/xgb_anchors/seed_123/n_100/results.json,0.32927336650947614,0.00042678979041042316,0.05599537037037036,0.22502060307771898,3969.9149660000508,2575.592446
exp2,adult,xgb,anchors,123,200,raw,experiments/exp2_scaled/results/xgb_anchors/seed_123/n_200/results.json,0.32731853619882373,0.000544538759187193,0.05909722222222222,0.2289017927691748,2666.589169023573,3850.874014
exp2,adult,xgb,anchors,456,50,raw,experiments/exp2_scaled/results/xgb_anchors/seed_456/n_50/results.json,0.3209681269856867,0.0005357142857142856,0.05731481481481481,0.2085541560559068,2914.5761993544875,826.461684
exp2,adult,xgb,anchors,456,100,raw,experiments/exp2_scaled/results/xgb_anchors/seed_456/n_100/results.json,0.3136310257344175,0.0010926536935005004,0.05425925925925926,0.22054060650698376,2363.510818358336,1870.27695
exp2,adult,xgb,anchors,456,200,raw,experiments/exp2_scaled/results/xgb_anchors/seed_456/n_200/results.json,0.3195810735559782,0.3216567944748403,0.05822916666666666,0.2199554020360665,21628.955646114286,177357.423452
exp2,adult,xgb,anchors,789,50,raw,experiments/exp2_scaled/results/xgb_anchors/seed_789/n_50/results.json,0.3102751744070678,0.00016666666666666663,0.05685185185185185,0.21209266681340522,3087.7967139951033,883.802515
exp2,adult,xgb,anchors,789,100,raw,experiments/exp2_scaled/results/xgb_anchors/seed_789/n_100/results.json,0.31216962666825304,0.3271671950640615,0.05657407407407407,0.22886575016920688,19830.533582238713,84437.894403
exp2,adult,xgb,anchors,789,200,raw,experiments/exp2_scaled/results/xgb_anchors/seed_789/n_200/results.json,0.31055823386174675,9.472746168079222e-05,0.05622685185185184,0.22433892116729112,3694.6127100175204,3823.83176
exp2,adult,xgb,anchors,999,50,raw,experiments/exp2_scaled/results/xgb_anchors/seed_999/n_50/results.json,0.30484396762526894,0.33799749039243904,0.06074074074074074,0.20501718781917588,24026.739001815004,47257.810581
exp2,adult,xgb,anchors,999,100,raw,experiments/exp2_scaled/results/xgb_anchors/seed_999/n_100/results.json,0.31540424733984446,0.333376346645462,0.060509259259259256,0.21985999957294552,4127.490501759894,13283.489442
exp2,adult,xgb,anchors,999,200,raw,experiments/exp2_scaled/results/xgb_anchors/seed_999/n_200/results.json,0.3172583091309699,0.000245884766389125,0.06336805555555555,0.2185810994237545,3521.5745801046432,3829.031526
exp2,adult,xgb,dice,42,50,raw,experiments/exp2_scaled/results/xgb_dice/seed_42/n_50/results.json,0.3465680284978627,0.5944630920089196,0.016712962962962964,0.1917313935304992,861.12402917,2081.764416
exp2,adult,xgb,dice,42,100,raw,experiments/exp2_scaled/results/xgb_dice/seed_42/n_100/results.json,0.32474118422100173,0.5776036193127061,0.01726851851851852,0.1723344172455836,1794.0235127274354,7923.47524
exp2,adult,xgb,dice,42,200,raw,experiments/exp2_scaled/results/xgb_dice/seed_42/n_200/results.json,0.32397388635164936,0.5699358708027801,0.01653935185185185,0.1814757101770374,883.0771577749966,10222.893976
exp2,adult,xgb,dice,123,50,raw,experiments/exp2_scaled/results/xgb_dice/seed_123/n_50/results.json,0.31241754156899043,0.5767104111628291,0.01634259259259259,0.1720871977720526,807.7348343838821,1940.360881
exp2,adult,xgb,dice,123,100,raw,experiments/exp2_scaled/results/xgb_dice/seed_123/n_100/results.json,0.3250575238152601,0.5679404822317415,0.016273148148148148,0.1849084573260916,778.5445294692909,4416.142251
exp2,adult,xgb,dice,123,200,raw,experiments/exp2_scaled/results/xgb_dice/seed_123/n_200/results.json,0.3203789595383501,0.5645044842218236,0.016678240740740743,0.1791851574327302,666.804232376453,7657.856376
exp2,adult,xgb,dice,456,50,raw,experiments/exp2_scaled/results/xgb_dice/seed_456/n_50/results.json,0.34612047698714804,0.540943640712019,0.016898148148148148,0.19161563599976944,6492.844317165436,22252.724145
exp2,adult,xgb,dice,456,100,raw,experiments/exp2_scaled/results/xgb_dice/seed_456/n_100/results.json,0.3251535658305768,0.5579076728823938,0.016898148148148148,0.1800694066369033,737.5999265574501,3927.108864
exp2,adult,xgb,dice,456,200,raw,experiments/exp2_scaled/results/xgb_dice/seed_456/n_200/results.json,0.3130355573473592,0.5682299698601728,0.016458333333333332,0.17008652180811623,689.0211691871446,8750.556835
exp2,adult,xgb,dice,789,50,raw,experiments/exp2_scaled/results/xgb_dice/seed_789/n_50/results.json,0.34087748950654384,0.5487901144358354,0.016712962962962964,0.19331199306761845,13154.207841809475,19499.284111
exp2,adult,xgb,dice,789,200,raw,experiments/exp2_scaled/results/xgb_dice/seed_789/n_200/results.json,0.32744552053547066,0.5748737983035119,0.016863425925925924,0.18451225745040575,586.665066242058,7469.719618
exp2,adult,xgb,dice,999,50,raw,experiments/exp2_scaled/results/xgb_dice/seed_999/n_50/results.json,0.32355393689581086,0.571831138932403,0.016759259259259262,0.1906496626965236,828.9532602315012,1855.658109
exp2,adult,xgb,dice,999,100,raw,experiments/exp2_scaled/results/xgb_dice/seed_999/n_100/results.json,0.3469093413616528,0.5806000128946459,0.017152777777777777,0.20196232986083487,834.2594535223179,4504.592555
exp2,adult,xgb,dice,999,200,raw,experiments/exp2_scaled/results/xgb_dice/seed_999/n_200/results.json,0.3173058990162563,0.5804038895473046,0.016585648148148148,0.17283521527591802,710.299256282633,8306.532863
exp2,adult,xgb,lime,42,50,raw,experiments/exp2_scaled/results/xgb_lime/seed_42/n_50/results.json,0.5307848670075532,0.0024036296498505067,0.08222222222222221,0.3635715183452703,3.6904785050137434,12.066009
exp2,adult,xgb,lime,42,100,raw,experiments/exp2_scaled/results/xgb_lime/seed_42/n_100/results.json,0.5289764690697483,0.003911416647849287,0.08296296296296295,0.36010330579360017,3.8869271700968966,24.700121
exp2,adult,xgb,lime,42,200,raw,experiments/exp2_scaled/results/xgb_lime/seed_42/n_200/results.json,0.5344652187452801,0.0035546889997177004,0.08355324074074072,0.35965612216088627,3.107096683670534,40.850298
exp2,adult,xgb,lime,123,50,raw,experiments/exp2_scaled/results/xgb_lime/seed_123/n_50/results.json,0.5374651075365516,0.0028218544914167436,0.08319444444444443,0.372786765882629,39.40111455362057,93.052874
exp2,adult,xgb,lime,123,100,raw,experiments/exp2_scaled/results/xgb_lime/seed_123/n_100/results.json,0.5498114781984557,0.0029897580495746676,0.08372685185185183,0.3696579395508161,4.061345096415607,26.61877
exp2,adult,xgb,lime,123,200,raw,experiments/exp2_scaled/results/xgb_lime/seed_123/n_200/results.json,0.5536890653475366,0.00393865283530308,0.08462962962962962,0.37457939082283703,3.7426078612770652,48.572816
exp2,adult,xgb,lime,456,50,raw,experiments/exp2_scaled/results/xgb_lime/seed_456/n_50/results.json,0.5725855042447887,0.0035530486524867227,0.0862962962962963,0.39439713342406324,12.134941490003257,41.703249
exp2,adult,xgb,lime,456,100,raw,experiments/exp2_scaled/results/xgb_lime/seed_456/n_100/results.json,0.5569654982523439,0.003774445404465448,0.08546296296296294,0.37921811539003103,3.7458729896025034,24.587632
exp2,adult,xgb,lime,456,200,raw,experiments/exp2_scaled/results/xgb_lime/seed_456/n_200/results.json,0.5704603775663168,0.0036092305800800896,0.08582175925925924,0.38641883430915186,4.06097088191018,52.587395
exp2,adult,xgb,lime,789,50,raw,experiments/exp2_scaled/results/xgb_lime/seed_789/n_50/results.json,0.573285421248094,0.02098561733703153,0.08675925925925926,0.379713317482383,4.463897955356515,13.162091
exp2,adult,xgb,lime,789,100,raw,experiments/exp2_scaled/results/xgb_lime/seed_789/n_100/results.json,0.5693322194251023,0.023447332295112693,0.08518518518518517,0.3768657752215222,3.6544982307532337,23.556544
exp2,adult,xgb,lime,789,200,raw,experiments/exp2_scaled/results/xgb_lime/seed_789/n_200/results.json,0.5571246669081514,0.02212870060175396,0.08337962962962962,0.3734347660169442,3.1183823419269174,40.816395
exp2,adult,xgb,lime,999,50,raw,experiments/exp2_scaled/results/xgb_lime/seed_999/n_50/results.json,0.5510387483645798,0.019355832001425054,0.08416666666666664,0.36177216163137926,34.982445587811526,86.226808
exp2,adult,xgb,lime,999,100,raw,experiments/exp2_scaled/results/xgb_lime/seed_999/n_100/results.json,0.5505469452992569,0.01787003713656436,0.08333333333333331,0.3758641170334886,3.88025602511334,24.61373
