instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_stability
31,FP,False,798.809155006893,0.09259259259259259,0.6984909526624555,0.8592449539865565,0.7912367789049585
36,FP,False,980.1900610327721,0.09259259259259259,0.8013008266501821,0.40972001100582744,0.11148521575306167
45,TP,True,566.833640972618,0.09259259259259259,0.7450597750520368,0.6138563439389378,0.36029936593058204
53,FP,False,1557.9614749876782,0.09259259259259259,0.7451918062923983,0.4968899278120813,0.43267464179746773
64,FN,False,775.9518710081466,0.09259259259259259,0.7854697191237985,0.015142035535936405,0.18629148007756696
115,TP,True,782.3591239866801,0.09259259259259259,0.953170966104581,0.9169074138562509,0.5604856251977944
120,FP,False,824.9313000123948,0.09259259259259259,0.5089572294702019,0.8240750299193227,0.18637439555515403
148,TN,True,673.9619029685855,0.09259259259259259,0.38347117707479933,0.28266908032243737,0.5988186907526202
157,TN,True,828.6829909775406,0.09259259259259259,0.4221174264423496,0.03626258931368045,0.717877890100839
185,FN,False,1011.588481022045,0.09259259259259259,0.6853574614626199,0.08069382196319354,0.15477066562027597
197,TP,True,902.4523270200007,0.09259259259259259,0.9836317863221649,0.32583776933458186,0.9457879367576386
215,TN,True,435.1887690136209,0.09259259259259259,0.4990761857612811,0.5635234994930741,0.6680464240812855
237,FN,False,599.497199000325,0.09259259259259259,0.6527640184358753,0.7981894862820348,0.37563800655985957
246,TP,True,1202.9643729911186,0.09259259259259259,0.7457571527749729,0.18102571611163365,0.19420079046351155
248,FN,False,791.0327750141732,0.09259259259259259,0.7783408328881595,0.8481119341505414,0.1945775670607668
259,TN,True,785.708719980903,0.09259259259259259,0.8009427346293102,0.08169169818780228,0.27070246778945073
268,FP,False,443.5818289639428,0.09259259259259259,0.7172136653778198,0.5586906798418524,0.13629200366986433
299,TP,True,672.8460470330901,0.09259259259259259,0.6896707284203613,0.6023699627076089,0.14890690792602682
359,TN,True,813.966726011131,0.09259259259259259,0.7787044143934455,0.18291410074514147,0.2222729556925685
379,TN,True,572.5900930119678,0.09259259259259259,0.7760470140747024,0.031132260005682477,0.2546609711699294
457,FP,False,655.347054998856,0.09259259259259259,0.7129409870374405,0.3713964784786576,0.11298696179696043
481,FP,False,677.3421770194545,0.09259259259259259,0.810849102825533,0.815051049519647,0.3724189305809996
493,TN,True,871.764557028655,0.09259259259259259,0.7042505863167203,0.009840172368038727,0.7222224960018733
562,TN,True,544.2263599834405,0.09259259259259259,0.3176518719087467,0.0025927694961719837,0.6628124219374467
595,TP,True,693.2449649902992,0.09259259259259259,0.8451518052724665,0.9873706758495912,0.353351141994431
