experiment_name,dataset,duration,model,explainer,cost_mean,cost_std,sparsity_mean,sparsity_std,fidelity_mean,fidelity_std,faithfulness_gap_mean,faithfulness_gap_std,stability_mean,stability_std,cf_sensitivity_mean,cf_sensitivity_std
exp2_logreg_dice_s456_n50,adult,1586.195675,adult_logreg,dice,489.5052941751783,60.75107419216949,0.017175925925925924,0.014266397323521892,0.1644113986486377,0.22318817815867714,0.05648475254291223,0.07987930922872115,0.3210220996267575,0.3473490460727415,0.0,0.0
exp2_xgb_dice_s123_n50,adult,1940.360881,adult_xgb,dice,807.7348343838821,2429.304010812037,0.01634259259259259,0.008070840118567504,0.31241754156899043,0.27272013078811264,0.1720871977720526,0.23122716054563858,0.5767104111628291,0.2799599107528784,0.0,0.0
exp2_mlp_shap_s456_n100,adult,656.756844,adult_mlp,shap,92.63042388251051,10.953000015185806,0.09259259259259257,1.3877787807814457e-17,0.7285086716531163,0.15471906406934238,0.4495081716779799,0.30903448455059124,0.3322123088693285,0.25371240627532776,,
exp2_svm_dice_s456_n50,adult,6685.790475,adult_svm,dice,2123.0422385432757,1025.4713594593236,0.015046296296296295,0.0044826196136659915,0.22268115490224338,0.2547814056320149,0.06473934618343317,0.1024076320873542,0.4132496037553814,0.33539385949621653,0.0,0.0
exp2_logreg_anchors_s789_n100,adult,997.122216,adult_logreg,anchors,1196.1268625785306,3721.793782140066,0.034375,0.036465313852605166,0.5013009822847198,0.19233223367251623,0.23686619235481443,0.19940560408292396,0.0001388888888888889,0.0009321174322655831,,
exp2_logreg_dice_s42_n50,adult,1576.436896,adult_logreg,dice,504.58268311494976,392.7937955487144,0.01787037037037037,0.014329732057874639,0.17851454601118874,0.24936991598753308,0.07110534332612602,0.12342275236488535,0.348701999598401,0.36030444137620327,0.0,0.0
exp2_rf_anchors_s123_n50,adult,8581.821277,adult_rf,anchors,376238.073678935,628455.9500305905,0.20685185185185184,0.28561691707533,0.27315562242806257,0.2520525373912549,0.1975,0.19089198516438557,0.0004392162960573494,0.0022689861477012637,,
exp2_rf_dice_s789_n100,adult,7163.778349,adult_rf,dice,1299.7781180019956,10155.141531943267,0.017916666666666664,0.012093085322614218,0.11455731407806344,0.23981937226366906,0.1053075,0.17820407355792653,0.3783069861662463,0.37055698076844923,0.0,0.0
exp2_mlp_dice_s789_n200,adult,6500.965699,adult_mlp,dice,525.2242838737658,466.61857497973676,0.01528935185185185,0.0047631076591911365,0.024135629545824874,0.16134309219116497,0.0673884878654131,0.12032631065176252,0.1231857786850242,0.19794517457691374,0.0,0.0
exp2_mlp_anchors_s999_n50,adult,2571.52343,adult_mlp,anchors,10289.843406904838,21345.61835130962,0.1490277777777778,0.23008392468210231,0.2995077072775827,0.2297167610181731,0.24370322959837773,0.24403004729197442,3.571428571428571e-05,0.0005038119992737816,,
exp2_svm_dice_s123_n100,adult,13528.470961,adult_svm,dice,2107.6064053174878,688.7478547780048,0.015625,0.004341435030905336,0.20655959667323523,0.24519453593980242,0.06073966480154783,0.10361904413878129,0.40093564299357964,0.33433867589898164,0.0,0.0
exp2_rf_dice_s456_n200,adult,22912.304205,adult_rf,dice,1547.3923074585766,11745.437298325081,0.018464763747782616,0.013018216354413407,0.1325137483520518,0.25171744087317477,0.11865239477503628,0.1807579920756811,0.39763154381368077,0.3633879593937771,0.0,0.0
exp2_svm_anchors_s42_n50,adult,7277.919686,adult_svm,anchors,265858.40962376,453018.1037191209,0.045462962962962955,0.0729321118268772,0.5157527227214526,0.2493920872119309,0.2924000480040567,0.2585634537264841,0.0013562676782328713,0.007871926573901232,,
exp2_rf_anchors_s42_n200,adult,45322.932719,adult_rf,anchors,48073.62479416028,79877.10542000535,0.16655092592592596,0.23858585857657805,0.3220430878924141,0.24962172488707524,0.19200812499999997,0.19597443348513016,0.0007702346871181976,0.0041444294800613195,,
exp2_logreg_dice_s456_n100,adult,3114.051445,adult_logreg,dice,491.4199564908631,288.77460878146707,0.01766203703703704,0.012708965780660195,0.15501865501591444,0.22018911564893026,0.05908851602428308,0.10313343882902895,0.33497120229280947,0.35624474170146825,0.0,0.0
exp2_mlp_dice_s123_n50,adult,1702.524346,adult_mlp,dice,514.0689910930814,23.765411674619937,0.015,0.004494318925745036,0.021824642315693633,0.16328738182689267,0.08340123862529782,0.14150515552099768,0.13049939848923445,0.20746604869608865,0.0,0.0
exp2_logreg_dice_s789_n200,adult,6527.313296,adult_logreg,dice,503.78711199067766,366.34249410156764,0.017835648148148146,0.014510210377663263,0.17762919880624298,0.23868700064110532,0.06462426439957987,0.10869509972941689,0.35725739973958376,0.359424482193958,0.0,0.0
exp2_rf_dice_s999_n50,adult,2961.884776,adult_rf,dice,1375.9555008480675,11184.117442708235,0.017546296296296296,0.010327187705202762,0.1281533973750338,0.2413163097305139,0.11675,0.1825402352907435,0.38255503364029536,0.3616888280949458,0.0,0.0
exp2_xgb_dice_s42_n200,adult,10222.893976,adult_xgb,dice,883.0771577749966,2062.9542317929686,0.01653935185185185,0.006648386315113852,0.32397388635164936,0.29012710504082606,0.1814757101770374,0.23739404034328473,0.5699358708027801,0.2573528173190158,0.0,0.0
