instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
8615,TP,True,0.05337500260793604,0.23148148148148148,0.23920861735209392,0.15560263395309448,0.8,0.5,0.44897947053992815
5547,TP,True,0.01945799886016175,0.25,0.8965894770215493,0.9202109575271606,1.0,0.5,0.8425505217061064
2759,TP,True,0.017292000848101452,0.2222222222222222,0.1448714561179066,0.1265851855278015,0.8,0.6666666666666666,0.566839074106839
3567,TP,True,0.02829100048984401,0.23148148148148148,0.1310408618215191,0.45537927746772766,1.0,0.6666666666666666,0.47677245711093585
2710,TP,True,0.016250000044237822,0.21296296296296297,0.20731981478153538,0.8794265389442444,1.0,0.5,0.3705005704157871
4832,TP,True,0.01487500048824586,0.2037037037037037,0.3494840527069307,0.762898325920105,1.0,0.5,0.5051037898902199
367,TP,True,0.015165998775046319,0.21296296296296297,0.4487230596009766,0.5324900150299072,1.0,0.6666666666666666,0.558477533901131
9561,TP,True,0.018207996618002653,0.23148148148148148,0.0867905232762719,0.194008469581604,0.8,0.6666666666666666,0.09538269403901943
3065,TP,True,0.015124998753890395,0.21296296296296297,0.5662654298089649,0.8347409963607788,1.0,0.5,0.7149508903022285
5818,TP,True,0.1181659972644411,0.1574074074074074,0.8463821734832121,0.727921724319458,0.8,0.3333333333333333,0.9982763607311442
7616,TP,True,0.01808299930416979,0.25925925925925924,0.0874984651973702,0.0206182599067688,0.6,0.5,0.16945332031166493
6125,TP,True,0.016375000996049494,0.24074074074074073,0.060047224293277954,0.03548753261566162,0.6,0.5,0.12685304044792034
3043,TP,True,0.017833001038525254,0.21296296296296297,0.36477482117117893,0.6419475078582764,1.0,0.6666666666666666,0.36466469150603636
8236,TP,True,0.017291000403929502,0.23148148148148148,0.5903830311984621,0.7134029865264893,0.8,0.5,0.88108696915249
3059,TP,True,0.014166998880682513,0.18518518518518517,0.9057799857548439,0.9855186343193054,0.8,0.3333333333333333,0.9905117652472322
3112,TP,True,0.015749999874969944,0.2222222222222222,0.1489411042894023,0.17840206623077393,0.8,0.6666666666666666,0.21300540789762615
9463,TP,True,0.01424999936716631,0.21296296296296297,0.42660291861955646,0.5741987228393555,1.0,0.6666666666666666,0.28200364337561185
533,TP,True,0.015000001440057531,0.21296296296296297,0.0948902051456809,0.41917815804481506,1.0,0.6666666666666666,0.06736432205222077
1479,TP,True,0.017333000869257376,0.25925925925925924,0.6273542013948414,0.8945316076278687,1.0,0.5,0.40567409806865434
386,TP,True,0.016040998161770403,0.23148148148148148,0.8951533501866991,0.9200129508972168,1.0,0.5,0.9957788605835873
9076,TP,True,0.017292000848101452,0.21296296296296297,0.23988351689447945,0.3882142901420593,0.8,0.5,0.13998069441730748
7870,TP,True,0.013500000932253897,0.24074074074074073,0.0632942222617063,0.04011410474777222,0.6,0.5,0.007874457505600523
9477,TP,True,0.015542002074653283,0.18518518518518517,0.5833891371303561,0.5884925127029419,1.0,0.5,0.8779722463338799
4631,TP,True,0.01808299930416979,0.19444444444444445,0.5861401482616551,0.6130639910697937,1.0,0.5,0.8856944995974232
6822,TP,True,0.01687500116531737,0.24074074074074073,0.3922678714779368,0.9659878611564636,1.0,0.3333333333333333,0.188184659669522
957,TP,True,0.01641599737922661,0.21296296296296297,0.20214014462262617,0.5258876085281372,1.0,0.6666666666666666,0.05487020359653489
2688,TP,True,0.01641699782339856,0.24074074074074073,0.13575621316853767,0.10630899667739868,0.6,0.5,0.2084971334746636
3764,TP,True,0.01733299723127857,0.19444444444444445,0.6744957564269825,0.7304046750068665,1.0,0.5,0.577132548516417
4732,TP,True,0.0167500002135057,0.2037037037037037,0.501710888004945,0.8175070881843567,0.8,0.3333333333333333,0.8090181812902875
5902,TP,True,0.017875001503853127,0.2037037037037037,0.2204277551989629,0.5362653732299805,1.0,0.6666666666666666,0.5514545879227818
3716,TP,True,0.017624999600229785,0.17592592592592593,0.9248748826765527,0.9504566192626953,0.8,0.3333333333333333,0.9909475631006632
4415,TP,True,0.016292000509565696,0.23148148148148148,0.1540012610709745,0.13850614428520203,0.6,0.5,0.12780341846538212
3642,TP,True,0.018083002942148596,0.2222222222222222,0.11040752443597293,0.010319352149963379,0.6,0.5,0.18476908268718578
7590,TP,True,0.016457997844554484,0.2222222222222222,0.41969774727610315,0.5283496379852295,1.0,0.6666666666666666,0.24643146987894018
7185,TP,True,0.01808299930416979,0.23148148148148148,0.4628102027493984,0.6405125260353088,0.8,0.3333333333333333,0.8746330009939436
7596,TP,True,0.018124999769497663,0.23148148148148148,0.193109280656785,0.16217589378356934,0.8,0.6666666666666666,0.1542608643000525
7118,TP,True,0.015500001609325409,0.21296296296296297,0.12506896360429046,0.539211094379425,1.0,0.6666666666666666,0.22661442264257348
6777,TP,True,0.015041001461213455,0.23148148148148148,0.1925266692268075,0.6378863453865051,1.0,0.6666666666666666,0.4962892447874286
2634,TP,True,0.016000001778593287,0.2037037037037037,0.8684095123463642,0.885757327079773,1.0,0.5,0.9972808322323732
4330,TP,True,0.01591700129210949,0.24074074074074073,0.24830570843625518,0.8664182424545288,1.0,0.5,0.7392575358190424
6961,TP,True,0.016374997358070686,0.2222222222222222,0.5898211917300257,0.6077405214309692,1.0,0.5,0.8733180969829732
3520,TP,True,0.01937500201165676,0.2222222222222222,0.6136899684855449,0.8842414021492004,1.0,0.5,0.14083931729311505
2926,TP,True,0.016375000996049494,0.21296296296296297,0.12726213497266498,0.2969532608985901,0.8,0.5,0.13223373283477968
5646,TP,True,0.02237500302726403,0.2037037037037037,0.70014963512754,0.8009188771247864,1.0,0.5,0.26509332858052953
5824,TP,True,0.02099999983329326,0.23148148148148148,0.5094506609148386,0.9056792259216309,1.0,0.5,0.02698245932500983
5989,TP,True,0.016083002265077084,0.21296296296296297,0.3323608231891952,0.48924383521080017,0.8,0.5,0.25967621121907214
1888,TP,True,0.0155829984578304,0.19444444444444445,0.23102580881299675,0.7941781282424927,1.0,0.5,0.2608501962170155
2242,TP,True,0.016041998605942354,0.2222222222222222,0.5119152925272766,0.5937185287475586,1.0,0.6666666666666666,0.5570674931724814
5013,TP,True,0.014208999346010387,0.21296296296296297,0.5758712169124222,0.6142631769180298,1.0,0.5,0.11628989715442163
4873,TP,True,0.018582999473437667,0.2222222222222222,-0.005874165176003439,0.0,0.6,0.5,0.2683209266097404
8341,TN,True,0.021500000002561137,0.23148148148148148,0.7317130219917558,0.01409154012799263,1.0,0.5,0.1274842606414998
5436,TN,True,0.020624996977858245,0.19444444444444445,0.3979754269163785,0.20080029964447021,0.8,0.5,0.2784066670536591
9131,TN,True,0.019499999325489625,0.24074074074074073,0.6814943832102465,0.007673643529415131,1.0,0.5,0.8716147829591825
941,TN,True,0.019790997612290084,0.23148148148148148,0.4905141123309321,0.017377842217683792,0.8,0.5,0.8451761680609631
1755,TN,True,0.015542002074653283,0.2222222222222222,0.7160364745364322,0.015411989763379097,0.6,0.3333333333333333,0.8769276822019936
7650,TN,True,0.01591700129210949,0.26851851851851855,0.2781320161536376,0.19572778046131134,0.8,0.5,0.2577022625272194
3387,TN,True,0.017916998331202194,0.2037037037037037,0.31464430904250046,0.1497470736503601,0.6,0.3333333333333333,0.6048378981244211
105,TN,True,0.01820800025598146,0.25,0.7657674244306186,0.25455743074417114,0.6,0.5,0.6621886787236445
2996,TN,True,0.015583002095809206,0.25925925925925924,0.6855330827512868,0.00697316974401474,0.6,0.3333333333333333,0.886056918473878
440,TN,True,0.01933399835252203,0.25925925925925924,0.06260779504668856,0.06879815459251404,0.8,0.5,0.4947451485706411
7989,TN,True,0.015249999705702066,0.19444444444444445,0.49324581156457237,0.011058648116886616,0.8,0.5,0.8769397113214134
