instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
2952,TP,True,234.53369992785156,0.5555555555555556,0.9684758444374578,0.76,0.8,0.3333333333333333,0.9989214363899559
7970,TP,True,219.83539988286793,0.5555555555555556,0.5543237021263221,0.77,1.0,0.5,0.9994343663044082
9598,TP,True,218.60190015286207,0.5648148148148148,0.9368943770396215,0.71,0.8,0.5,0.9490235026224367
7924,TP,True,200.33999998122454,0.5648148148148148,0.920325190608902,0.7300000000000001,0.6,0.3333333333333333,0.9757485113282041
2319,TP,True,205.63580002635717,0.5648148148148148,0.8356346562862524,0.8300000000000001,0.8,0.3333333333333333,0.9951551290991544
5696,TP,True,183.58290009200573,0.5462962962962963,0.7434069753618019,0.78,0.8,0.5,0.9834707682436573
536,TP,True,255.6860998738557,0.5833333333333334,0.9105609392259973,0.8799999999999999,0.8,0.3333333333333333,0.9926369952056908
1225,TP,True,194.4311000406742,0.5740740740740741,0.9447355966098163,0.7799999999999999,1.0,0.6666666666666666,0.9933138572501884
315,TP,True,204.09789984114468,0.5740740740740741,0.8273090490901572,0.42900000000000005,0.8,0.5,0.9714454556647278
4261,TP,True,303.717200178653,0.5555555555555556,0.8366536941121976,0.6400000000000001,1.0,0.5,0.9629817862928414
8673,TP,True,221.63520008325577,0.5462962962962963,0.8415305934558789,0.67,0.8,0.5,0.9812974454554464
392,TP,True,162.00309991836548,0.5370370370370371,0.8617672263625913,0.53,0.8,0.3333333333333333,0.9810038764404938
2073,TP,True,198.93310009501874,0.5833333333333334,0.8881903286760665,0.67,0.8,0.5,0.9644243063980134
3466,TP,True,208.148900186643,0.5648148148148148,0.9286789895799165,0.7899999999999999,0.8,0.3333333333333333,0.9994488199655992
8061,TP,True,230.4521999321878,0.5648148148148148,0.9152084669579075,0.79,0.8,0.5,0.9455233604477573
716,TP,True,216.22149995528162,0.5740740740740741,0.8963846447266892,0.7899999999999999,0.8,0.5,0.9937084137121648
4190,TP,True,178.44629986211658,0.5648148148148148,0.9118437084762355,0.7,0.6,0.3333333333333333,0.9421589384264236
8303,TP,True,203.3728000242263,0.5648148148148148,0.8532041986385498,0.55,0.6,0.3333333333333333,0.9755485298699771
7156,TP,True,209.52849998138845,0.5555555555555556,0.6128860949415421,0.5800000000000001,0.8,0.5,0.9717549921254177
56,TP,True,254.9617001786828,0.5555555555555556,0.9419220604143267,0.8,1.0,0.6666666666666666,0.9933274972064946
6762,TP,True,243.53570002131164,0.5370370370370371,0.8575015654970116,0.69,1.0,0.6666666666666666,0.9934970038218516
7883,TP,True,163.97379990667105,0.5370370370370371,0.9479972248852087,0.86,0.8,0.5,0.9931566038694184
5102,TP,True,290.0806001853198,0.5462962962962963,0.8409232046655124,0.62,1.0,0.6666666666666666,0.9946887706439741
7247,TP,True,218.68039993569255,0.5370370370370371,0.8813071153420255,0.6599999999999999,0.6,0.3333333333333333,0.9331010371628199
8223,TP,True,187.7140998840332,0.5370370370370371,0.8159951812012152,0.67,1.0,0.5,0.9954883037594017
5690,TN,True,273.7638000398874,0.5555555555555556,0.7986737077174426,0.04,0.8,0.5,0.7708409032082841
1840,TN,True,144.3642999511212,0.5185185185185185,0.7033900658944844,0.07,0.6,0.3333333333333333,0.9854319034748582
803,TN,True,203.1254000030458,0.49074074074074076,0.7956184217353781,0.07,0.8,0.5,0.9957297510017319
1535,TN,True,139.3313999287784,0.5185185185185185,0.13923098464135414,0.0,0.8,0.3333333333333333,0.996511050153912
370,TN,True,162.7184001263231,0.5185185185185185,0.2942851766320484,0.05,0.6,0.3333333333333333,0.994009513268009
6234,TN,True,167.77689987793565,0.46296296296296297,0.7704291521011527,0.0,0.8,0.5,0.9962248461488848
1580,TN,True,164.2050000373274,0.49074074074074076,0.1754459759042089,0.049999999999999996,0.6,0.16666666666666666,0.9907226302965848
9395,TN,True,181.98539991863072,0.5092592592592593,0.4411957832086646,0.01,0.6,0.3333333333333333,0.9870919027893555
8235,TN,True,151.11590013839304,0.5092592592592593,0.40664992132187583,0.06,0.6,0.16666666666666666,0.9971139692257691
2346,TN,True,145.91090008616447,0.49074074074074076,0.7168087528391411,0.0,0.6,0.3333333333333333,0.9976002854948723
5511,TN,True,196.0398000665009,0.5370370370370371,0.516653406006631,0.020000000000000018,0.8,0.5,0.9426569117722573
6447,TN,True,149.19729996472597,0.5092592592592593,0.6103209512264267,0.01,0.6,0.3333333333333333,0.9912290956801997
749,TN,True,163.34540001116693,0.5462962962962963,0.2973779378796101,0.010000000000000009,0.4,0.16666666666666666,0.9010273418146943
7072,TN,True,225.0121000688523,0.5925925925925926,0.5220114555229046,0.18000000000000002,0.6,0.3333333333333333,0.9516894520829352
8485,TN,True,148.86389998719096,0.48148148148148145,0.5426098953306991,0.04,0.6,0.3333333333333333,0.9897575643159708
8089,TN,True,174.24249998293817,0.5370370370370371,0.3995756618814269,0.03,0.6,0.3333333333333333,0.9787816864110426
5863,TN,True,145.96279989928007,0.5,0.5955028673632222,0.06,0.6,0.3333333333333333,0.9977280633027722
8203,TN,True,149.5614000596106,0.4722222222222222,0.7624137991462844,0.09,0.6,0.3333333333333333,0.9952594871350529
5702,TN,True,168.79089991562068,0.5370370370370371,0.8707356185144685,0.13,1.0,0.5,0.9448110390070569
8000,TN,True,223.0521000456065,0.5277777777777778,0.7084219646900317,0.25,0.8,0.5,0.889744068821308
6862,TN,True,220.09499999694526,0.5277777777777778,0.47936401494214814,0.13,0.6,0.3333333333333333,0.9610002486163636
6281,TN,True,169.0994999371469,0.5277777777777778,0.3358372718407436,0.010000000000000009,0.8,0.5,0.9830020645266156
3625,TN,True,150.30149999074638,0.5370370370370371,0.9300843898614453,0.03,0.8,0.5,0.7330797940068751
8140,TN,True,185.70949998684227,0.5370370370370371,0.3675148116536441,0.06999999999999999,0.6,0.3333333333333333,0.99306775621562
995,TN,True,278.79859996028244,0.5462962962962963,0.636046009904537,0.08999999999999997,0.6,0.16666666666666666,0.979419581821407
8717,FP,False,236.49020004086196,0.5555555555555556,0.8520927176443545,0.41000000000000003,1.0,0.6666666666666666,0.9909351190875593
4852,FP,False,222.22550003789365,0.5555555555555556,0.9124602027000238,0.8400000000000001,0.6,0.16666666666666666,0.39911127071288893
7794,FP,False,202.77060009539127,0.5277777777777778,0.7940446863367489,0.46,1.0,0.6666666666666666,0.9924118619172831
1315,FP,False,203.70870013721287,0.5462962962962963,0.8599520174462862,0.55,0.8,0.5,0.9799763431293629
3293,FP,False,283.86890003457665,0.5925925925925926,0.7540488309745021,0.73,0.8,0.5,0.9807509936955834
635,FP,False,282.0858000777662,0.5740740740740741,0.8561403879274899,0.73,1.0,0.6666666666666666,0.9953564515729955
115,FP,False,276.6334000043571,0.5740740740740741,0.9187250753535343,0.7000000000000001,0.8,0.3333333333333333,0.3885936201620115
5583,FP,False,232.93920001015067,0.5740740740740741,0.8023811901819853,0.8300000000000001,0.8,0.5,0.8822419668785476
7526,FP,False,284.95350014418364,0.5740740740740741,0.7823372514398326,0.55,0.6,0.3333333333333333,0.9437908190299775
